sentence_index,entity_raw,entity_normalised,category,sentence_text
607,Treasury,Treasury,Organisation,"Now CBDB worked on the basis that it would take the information from the cash accounts
that were signed off each week and derive everything from that which meant that it was
always about a week behind what was really going on whilst with an SAP system they thought
they could get a much more real-time knowledge of what was going on in the system so with
they would know what had happened yesterday, and therefore be in a much better position,
particularly to control their cash flow, because they saw the amount of cash flowing through
the post offices as being a fairly critical measure, because obviously cash had to be
paid for, and it was all to do with Treasury interest rates and things like that that I
didn't really understand, but I understood that having a good handle on exactly how much
cash you had where made a big difference in terms of post office finances."
609,Paragraphs 45,Paragraphs 45,Individual,"Paragraphs 45 and 46, you say, I believe that ICL Fujitsu was only involved in one aspect
of project impact, which was implementing changes to legacy horizon that would enable
it to interface with the new backend system."
609,Fujitsu,Fujitsu,Organisation,"Paragraphs 45 and 46, you say, I believe that ICL Fujitsu was only involved in one aspect
of project impact, which was implementing changes to legacy horizon that would enable
it to interface with the new backend system."
610,S80,S80,Organisation,"This was implemented in two phases as part of the S60 release in 2004 and the S80 release
in 2005."
614,Horizon,Horizon,Technical System,"And so, as the counters specialist, which is what you were, you redesigned part of the
legacy Horizon system that produced the accounts for the sub-postmaster to sign off."
630,Fujitsu,Fujitsu,Organisation,"This was setting out what post office wanted to happen and this was actually written by
post office though aided by a Fujitsu requirements analyst called Phil Bordman who I believe
has been in front of the inquiry a year or so ago."
630,Phil Bordman,Phil Bordman,Individual,"This was setting out what post office wanted to happen and this was actually written by
post office though aided by a Fujitsu requirements analyst called Phil Bordman who I believe
has been in front of the inquiry a year or so ago."
635,Fujitsu,Fujitsu,Organisation,"But it was basically understanding what Fujitsu wanted
to do, and my involvement was really a case of saying, well, if you want to do that, is
that practical?"
646,Horizon,Horizon,Technical System,"They'll be received and actioned by Horizon and will be distributed more quickly, potentially
only days after an error is recorded."
653,Post Office's,Post Office,Organisation,"Now exactly why they wanted to do that, that was part of
Post Office's business for trying to save money."
669,Horizon,Horizon,Technical System,"My focus was on what exactly was it I had to actually implement
in the way that Horizon worked, and what I took from that was I had to simplify the menus
for the suspense accounts, which was actually just a reference data change."
671,Horizon,Horizon,Technical System,"Was there any consideration to your knowledge of the importance of the accuracy of the figures
produced by Horizon?"
672,Horizon,Horizon,Technical System,"Well, I always felt it was important that the figures produced by Horizon were accurate
and I wasn't aware that there was any doubt or challenge to that at that stage, so therefore
I didn't see that as being an issue as part of what we were doing here."
677,Susan Harding,Susan Harding,Individual,"We've heard evidence from Susan Harding, who told us that the business drivers for the
impact programme were to reduce the cost to the business, increasing accounting efficiency
and reducing the losses to the post office."
691,Ms Harding,Ms Harding,Individual,"Ms Harding told us that it was agreed during the design of the impact programme that the
suspense account would be removed because historically it was used by sub-postmasters
to hide discrepancies in their accounts."
704,MBSC,MBSC,Organisation,"I think I understood that in order to post something to a local suspense account you
did need to have permission how that actually operated, presumably through MBSC, but exactly
how that operated I didn't know and didn't really concern me particularly."
715,Castleton,Castleton,Individual,"Can we break until 20 past 10 when we'll turn to Mr Castleton's case?
20 past 11, I think."
722,Jenkins,Gareth Jenkins,Individual,"Mr. Jenkins.
Thank you."
723,Jenkins,Gareth Jenkins,Individual,"Mr. Jenkins, can we turn to Lee Castleton's case, please?"
723,Lee Castleton's,Lee Castleton's,Individual,"Mr. Jenkins, can we turn to Lee Castleton's case, please?"
727,Bond Pierce,Bond Pierce,Organisation,"You can
see here a letter dated the 18th of November from Bond Pierce, who are the post office's
solicitors in the case against Mr. Castleton, addressed to Fujitsu."
727,Castleton,Castleton,Individual,"You can
see here a letter dated the 18th of November from Bond Pierce, who are the post office's
solicitors in the case against Mr. Castleton, addressed to Fujitsu."
727,Fujitsu,Fujitsu,Organisation,"You can
see here a letter dated the 18th of November from Bond Pierce, who are the post office's
solicitors in the case against Mr. Castleton, addressed to Fujitsu."
730,Fujitsu,Fujitsu,Organisation,"And if we just read the first page in summary, it says to Fujitsu in relation to Mr. Castleton's
branch at Marine Drive."
730,Castleton,Castleton,Individual,"And if we just read the first page in summary, it says to Fujitsu in relation to Mr. Castleton's
branch at Marine Drive."
732,Coulson,Coulson,Individual,"Between those dates, Mr.
Coulson was a sub-postmaster at the Marine Drive post office."
736,Post Office,Post Office,Organisation,"Post Office has now issued a claim against him to try to
recover these net losses."
738,Castle,Castle,Individual,"And then two, Mr. Castle's defense."
739,Horizon,Horizon,Technical System,"His case is that any shortfall
is entirely the fault of the problems with the Horizon computer and accounting
system at Marine Drive and that the Post Office wrongfully terminated his
contract in respect of which he suffered losses not exceeding 250,000 pounds."
739,Post Office,Post Office,Organisation,"His case is that any shortfall
is entirely the fault of the problems with the Horizon computer and accounting
system at Marine Drive and that the Post Office wrongfully terminated his
contract in respect of which he suffered losses not exceeding 250,000 pounds."
742,Johnson,Johnson,Individual,"Bentley
Johnson, they were the authors of the, sorry, Jeninson, the authors of the report in the
second attachment state that deficiencies have probably been brought forward despite
the fact that they've been entered onto the suspense account entry."
742,Jeninson,Jeninson,Individual,"Bentley
Johnson, they were the authors of the, sorry, Jeninson, the authors of the report in the
second attachment state that deficiencies have probably been brought forward despite
the fact that they've been entered onto the suspense account entry."
743,Horizon,Horizon,Technical System,"They suspect this
is because the Horizon system, despite the suspense account entry, has failed to recognise
the entry on the daily snapshots."
747,Castleton,Castleton,Individual,"Mr. Castleton believes if he can obtain further documents,
such as the daily snapshots,
he'll be able to undertake a manual reconciliation
of the cash account in order to substantiate his belief
that the losses are not real,
but attributable to computer error."
748,Fujitsu,Fujitsu,Organisation,"We attach an email from Fujitsu to Richard Benton
at the Post Office dated the 5th of May, in which Fujitsu state, quote,
it is possible that they are not accurately recording
all transactions on the system, and that there was no evidence
whatsoever of any system problem."
748,Richard Benton,Richard Benton,Individual,"We attach an email from Fujitsu to Richard Benton
at the Post Office dated the 5th of May, in which Fujitsu state, quote,
it is possible that they are not accurately recording
all transactions on the system, and that there was no evidence
whatsoever of any system problem."
748,the Post Office,Post Office,Organisation,"We attach an email from Fujitsu to Richard Benton
at the Post Office dated the 5th of May, in which Fujitsu state, quote,
it is possible that they are not accurately recording
all transactions on the system, and that there was no evidence
whatsoever of any system problem."
750,Castleton,Castleton,Individual,"Please could you review Mr. Castleton's expert's reports
and prepare a formal report dealing with the following points."
751,Horizon,Horizon,Technical System,"We need to explain to a judge who will know nothing about Horizon,
exactly how it works, et cetera."
752,Fujitsu,Fujitsu,Organisation,"Two, precisely what steps Fujitsu took to examine the Horizon system at the Marine Drive
branch."
752,Horizon,Horizon,Technical System,"Two, precisely what steps Fujitsu took to examine the Horizon system at the Marine Drive
branch."
753,Horizon,Horizon,Technical System,"Three, whether there have been any similar or serious problems with the Horizon system
at Marine Drive since his suspension and dismissal."
754,Castleton,Castleton,Individual,"Whether you believe the suggestion put forward by Mr. Castleton's experts is likely to be
correct."
755,Horizon,Horizon,Technical System,"Five, if there have been any human errors in the recording, in recording the transactions,
Could an explanation be that A, there was nothing wrong with Horizon because it simply
reflected the information entered onto it, but B, if staff entered the wrong numbers
into Horizon, there may have been no real loss, even though Horizon would show a loss
because there could be human error in accounting, accurately recording transactions."
761,the Civil Procedure Rules,the Civil Procedure Rules,Organisation,"You agree to meet the requirements of the Civil Procedure Rules, Part 35, and the copy
is enclosed, and that your report will be, one, addressed to the court and not to the
post office, two, confirm that you understand your duty to the court and you've complied
and will continue to comply with that duty, three, contain a statement setting out the
substance of all material facts and instructions, whether written or oral, on the basis of which
your report is written."
772,Fujitsu,Fujitsu,Organisation,"You'll confirm that you are one, an independent party and not the client's employer or agent
other than at the material time Fujitsu responsible for looking after the Horizon system."
772,Horizon,Horizon,Technical System,"You'll confirm that you are one, an independent party and not the client's employer or agent
other than at the material time Fujitsu responsible for looking after the Horizon system."
781,Jenkins,Gareth Jenkins,Individual,"When you're giving your
answers Mr Jenkins you should refrain unless you're doing it deliberately from
disclosing communications between your current solicitor and you, which involve either the
seeking of legal advice by you or the provision of legal advice to you."
797,Bond Pierce,Bond Pierce,Organisation,"You agree that Bond Pierce have set out here, just reading it, the duties of an expert witness,
what they entail very clearly, haven't they?"
801,FUJ00154713,FUJ00154713,Organisation,"Can we turn, please, to FUJ00154713?"
804,Marine Drive,Marine Drive,Individual,It's an email dated the 8th of December 2005 about Marine Drive from you to Brian Pinder.
804,Brian Pinder,Brian Pinder,Individual,It's an email dated the 8th of December 2005 about Marine Drive from you to Brian Pinder.
805,Brian Pinder's,Brian Pinder's,Individual,What was Brian Pinder's function at this time?
807,Fujitsu,Fujitsu,Organisation,And just tell us what the Fujitsu security team did?
814,Brian,Brian,Individual,"Brian, I think that's you writing, isn't it?"
820,Graham,Graham,Individual,The answers are being directed back to Graham.
821,Graham Ward,Graham Ward,Individual,"Would you understand that to be Graham Ward?
I do now."
824,Pinder,Pinder,Individual,Is that part in black there something that Mr Pinder wrote?
829,Brian,Brian,Individual,"That second paragraph then, after the word Brian, looks like it's Mr Pinder having sent
that to you and then you've cut it into your email back."
832,Horizon,Horizon,Technical System,"If there have been human errors in recording the transactions, could an explanation be
that A, there was nothing wrong with Horizon because it simply reflected the information
entered onto it, semicolon, but, just stopping there."
836,Horizon,Horizon,Technical System,"And then you
reply, is this right, this is certainly true, i.e. Horizon simply reflects the information
entered into it?"
839,Horizon,Horizon,Technical System,"So in relation to if there have been human errors in recording the transactions, could
an explanation be there's nothing wrong with Horizon because it simply reflected information
entered into it?"
840,Horizon,Horizon,Technical System,"you say this is certainly true, i.e. simply, Horizon simply reflects the information entered
into it?"
846,Horizon,Horizon,Technical System,"Yes, because Horizon is going to record what is actually entered into it, whether that
reflects what happened in the real world, and if you do a typo when you put the information
into Horizon, then it's going to accurately record that typo."
847,Horizon,Horizon,Technical System,"And then part B of the original question, if staff enter the wrong numbers into Horizon,
there may have been no real loss, even though Horizon would show a loss, because there could
be a human error in accurately recording transactions."
849,Horizon,Horizon,Technical System,"You say, I think, is this right, again, this could be true, however, if there is some sort
of misentering of data into Horizon, then there would be another corresponding error
which should be picked up, e.g., as a stock error or some AP client being credited with
an incorrect amount."
849,AP,AP,Organisation,"You say, I think, is this right, again, this could be true, however, if there is some sort
of misentering of data into Horizon, then there would be another corresponding error
which should be picked up, e.g., as a stock error or some AP client being credited with
an incorrect amount."
856,Post Office,Post Office,Organisation,"Without understanding exactly what is alleged by Post Office and the Sub-Postmaster, I don't
feel I can add anything further."
856,the Sub-Postmaster,the Sub-Postmaster,Organisation,"Without understanding exactly what is alleged by Post Office and the Sub-Postmaster, I don't
feel I can add anything further."
890,Dave Baldwin,Dave Baldwin,Individual,"It's then a part of the text which says, I've spoken with Dave Baldwin, etc."
891,Pinder,Pinder,Individual,"Is that paragraph again Mr Pinder?
That I would expect it to be, yes."
892,Dave Baldwin,Dave Baldwin,Individual,"I've spoken to Dave Baldwin on this, he recommended I speak with you, I'll also be lazing with
him on my final response, as we're fundamentally of the opinion that Horizon does not eat money,
merely accounts for its placement."
892,Horizon,Horizon,Technical System,"I've spoken to Dave Baldwin on this, he recommended I speak with you, I'll also be lazing with
him on my final response, as we're fundamentally of the opinion that Horizon does not eat money,
merely accounts for its placement."
897,Pinder,Pinder,Individual,"Can we go to the top of the page, please?
Later that day, Mr. Pinder writes back to you and says, for your information, Gareth,
this is the response I intend to send to Graham."
897,Gareth,Gareth,Individual,"Can we go to the top of the page, please?
Later that day, Mr. Pinder writes back to you and says, for your information, Gareth,
this is the response I intend to send to Graham."
897,Graham,Graham,Individual,"Can we go to the top of the page, please?
Later that day, Mr. Pinder writes back to you and says, for your information, Gareth,
this is the response I intend to send to Graham."
928,Brian Pinder,Brian Pinder,Individual,I think you'd have to ask Brian Pinder.
943,Beer,Beer,Individual,"Can we go back to FUJ00152573?
Before we do, Mr. Beer, I'm slightly puzzled, and it may just be me, about how this email,
the one that's on the screen, begins for your information and then this.
is the response I intend to send to Graham, read your question if that's okay."
943,Graham,Graham,Individual,"Can we go back to FUJ00152573?
Before we do, Mr. Beer, I'm slightly puzzled, and it may just be me, about how this email,
the one that's on the screen, begins for your information and then this.
is the response I intend to send to Graham, read your question if that's okay."
944,Pinder,Pinder,Individual,"Now, to
me that reads as if Mr Pinder is going to send this response to Graham if it's okay
with Mr Jenkins because it's the question that Mr Jenkins has asked him."
944,Graham,Graham,Individual,"Now, to
me that reads as if Mr Pinder is going to send this response to Graham if it's okay
with Mr Jenkins because it's the question that Mr Jenkins has asked him."
944,Jenkins,Gareth Jenkins,Individual,"Now, to
me that reads as if Mr Pinder is going to send this response to Graham if it's okay
with Mr Jenkins because it's the question that Mr Jenkins has asked him."
947,Pinder,Pinder,Individual,"And is that consistent with the interpretation that was given to the preceding emails, which
suggested that it was Mr Pinder who was seeking to ask questions of Mr Jenkins rather than
Mr Jenkins asking questions of Mr Pinder?"
947,Jenkins,Gareth Jenkins,Individual,"And is that consistent with the interpretation that was given to the preceding emails, which
suggested that it was Mr Pinder who was seeking to ask questions of Mr Jenkins rather than
Mr Jenkins asking questions of Mr Pinder?"
952,Pinder,Pinder,Individual,"As I read this, there must have been an earlier email that we haven't got in which Mr. Pinder
sent that first paragraph I've been asked by the Fraud Investigation Team and then the
a second paragraph which says if there have been human errors,
if that's marked, and then the paragraph at A,
if that can be marked, paragraph at B,
and then Mr. Jenkins has replied in the darker text."
952,the Fraud Investigation Team,the Fraud Investigation Team,Organisation,"As I read this, there must have been an earlier email that we haven't got in which Mr. Pinder
sent that first paragraph I've been asked by the Fraud Investigation Team and then the
a second paragraph which says if there have been human errors,
if that's marked, and then the paragraph at A,
if that can be marked, paragraph at B,
and then Mr. Jenkins has replied in the darker text."
952,Jenkins,Gareth Jenkins,Individual,"As I read this, there must have been an earlier email that we haven't got in which Mr. Pinder
sent that first paragraph I've been asked by the Fraud Investigation Team and then the
a second paragraph which says if there have been human errors,
if that's marked, and then the paragraph at A,
if that can be marked, paragraph at B,
and then Mr. Jenkins has replied in the darker text."
955,Jenkins,Gareth Jenkins,Individual,"Anyway, I'm sorry to interrupt your questioning of Mr.
Jenkins."
958,Pinder,Pinder,Individual,"If we go back up to the top page, do you
understand that this is Mr. Pinder saying to you,
everything below the words, comments from Gareth Jenkins
and including the words, comments for Gareth Jenkins,
is what I, Brian Pinder, are going to send to Greg."
958,Brian Pinder,Brian Pinder,Individual,"If we go back up to the top page, do you
understand that this is Mr. Pinder saying to you,
everything below the words, comments from Gareth Jenkins
and including the words, comments for Gareth Jenkins,
is what I, Brian Pinder, are going to send to Greg."
958,Greg,Greg,Individual,"If we go back up to the top page, do you
understand that this is Mr. Pinder saying to you,
everything below the words, comments from Gareth Jenkins
and including the words, comments for Gareth Jenkins,
is what I, Brian Pinder, are going to send to Greg."
963,Jenkins,Gareth Jenkins,Individual,"Well, maybe I should just ask Mr. Jenkins,
What do you think?"
964,Graham Ward,Graham Ward,Individual,"I think the real question, my understanding
is that Graham Ward had asked Brian Pinder six questions."
964,Brian Pinder,Brian Pinder,Individual,"I think the real question, my understanding
is that Graham Ward had asked Brian Pinder six questions."
966,Graham Ward,Graham Ward,Individual,"And therefore, what he's saying is, in response to the question
that I've allocated to you, this is the answer
I intend to send to Graham Ward in response
to that specific question."
971,Graham,Graham,Individual,"So that should read, I intend to send to Graham
the question that has been allocated to you,
if that's okay."
982,Brian,Brian,Individual,"So I think what Brian
had interpreted from that, therefore I wasn't going to comment on it and that's why I would
would have been happy with, I'm not happy to comment."
989,Brian Pinder's,Brian Pinder's,Individual,"This is, if we just look at the foot of the page, Brian Pinder's document."
991,Graham,Graham,Individual,"Address to Graham, which is going to be Graham Ward."
991,Graham Ward,Graham Ward,Individual,"Address to Graham, which is going to be Graham Ward."
992,Pinder,Pinder,Individual,This is the response of Mr. Pinder.
993,Bon Pierce,Bon Pierce,Organisation,"He says, in response to your email request dated the 28th of November concerning the
questions raised at paragraph three of the above document, the above document being the
Bon Pierce letter that we've looked at, you'll see the answers to question one."
994,Anne Chambers,Anne Chambers,Individual,"Question two, it refers to, in the answer, a response from Anne Chambers, which is attached."
996,Pinder,Pinder,Individual,And the reply from Mr Pinder is Gareth Jenkin's response attached.
996,Gareth Jenkin's,Gareth Jenkin's,Individual,And the reply from Mr Pinder is Gareth Jenkin's response attached.
998,Pinder,Pinder,Individual,So this was the attachment to Mr Pinder's document.
999,FYI,FYI,Organisation,"Can you see that it's essentially his email back to you, the FYI email, including your
signature block at the bottom, which he did, in fact, include in his reply to you?"
1004,Fujitsu,Fujitsu,Organisation,"Was the reason for that because it was thought that an investigation of what the sub-postmaster
was saying might not be in Fujitsu's best interests?
I don't know what was the reason for that change."
1006,Dan,Dan,Individual,"In fact, I believe at some later stage
I did assist Dan in doing some investigations there."
1007,Fujitsu,Fujitsu,Organisation,"the reason for the different reply that an investigation might reveal issues
that Fujitsu didn't really want to speak about?"
1010,Bon Pierce,Bon Pierce,Organisation,"Now I think you subsequently attended a conference on
the 6th of June 2006 with representatives of Bon Pierce and others."
1015,Lee Castleton,Lee Castleton,Individual,We can see this is an attendance note in the case of Lee Castleton dated the 6th of June 2006.
1017,Fujitsu,Fujitsu,Organisation,"This is at
Fujitsu's HQ in Bracknell, in attendance were, if we scroll down, solicitors, the first
three people, then Brian Pinder, Peter Sewell, Andy, I think that's Dunks, he's called Mr.
Dunts, Anne Chambers, Naomi Ellis, and you, a distinguished engineer at Fujitsu."
1017,Brian Pinder,Brian Pinder,Individual,"This is at
Fujitsu's HQ in Bracknell, in attendance were, if we scroll down, solicitors, the first
three people, then Brian Pinder, Peter Sewell, Andy, I think that's Dunks, he's called Mr.
Dunts, Anne Chambers, Naomi Ellis, and you, a distinguished engineer at Fujitsu."
1017,Peter Sewell,Peter Sewell,Individual,"This is at
Fujitsu's HQ in Bracknell, in attendance were, if we scroll down, solicitors, the first
three people, then Brian Pinder, Peter Sewell, Andy, I think that's Dunks, he's called Mr.
Dunts, Anne Chambers, Naomi Ellis, and you, a distinguished engineer at Fujitsu."
1017,Andy,Andy,Individual,"This is at
Fujitsu's HQ in Bracknell, in attendance were, if we scroll down, solicitors, the first
three people, then Brian Pinder, Peter Sewell, Andy, I think that's Dunks, he's called Mr.
Dunts, Anne Chambers, Naomi Ellis, and you, a distinguished engineer at Fujitsu."
1017,Dunks,Dunks,Organisation,"This is at
Fujitsu's HQ in Bracknell, in attendance were, if we scroll down, solicitors, the first
three people, then Brian Pinder, Peter Sewell, Andy, I think that's Dunks, he's called Mr.
Dunts, Anne Chambers, Naomi Ellis, and you, a distinguished engineer at Fujitsu."
1017,Anne Chambers,Anne Chambers,Individual,"This is at
Fujitsu's HQ in Bracknell, in attendance were, if we scroll down, solicitors, the first
three people, then Brian Pinder, Peter Sewell, Andy, I think that's Dunks, he's called Mr.
Dunts, Anne Chambers, Naomi Ellis, and you, a distinguished engineer at Fujitsu."
1017,Naomi Ellis,Naomi Ellis,Organisation,"This is at
Fujitsu's HQ in Bracknell, in attendance were, if we scroll down, solicitors, the first
three people, then Brian Pinder, Peter Sewell, Andy, I think that's Dunks, he's called Mr.
Dunts, Anne Chambers, Naomi Ellis, and you, a distinguished engineer at Fujitsu."
1020,Anne Chambers,Anne Chambers,Individual,"Do you recall any discussion
in this meeting about you or Anne Chambers giving evidence?"
1022,Anne,Anne,Individual,I do know that Anne eventually ended up giving evidence in the case
1033,Fujitsu,Fujitsu,Organisation,"Heard the guidance that Bond-Pearse
had given about the provision of expert evidence by a Fujitsu employee being forgotten by this
stage?"
1035,Anne Chambers,Anne Chambers,Individual,"In any event, your recollection is that that wasn't gone over again in the context of
either you or Anne Chambers giving evidence?"
1041,Bond Pierce,Bond Pierce,Organisation,"From the solicitor at Bond Pierce, Stephen Dilley, to Mr. Pinder, copied to Graham Ward
and Mandy Talbert, so not you at this stage."
1041,Stephen Dilley,Stephen Dilley,Individual,"From the solicitor at Bond Pierce, Stephen Dilley, to Mr. Pinder, copied to Graham Ward
and Mandy Talbert, so not you at this stage."
1041,Pinder,Pinder,Individual,"From the solicitor at Bond Pierce, Stephen Dilley, to Mr. Pinder, copied to Graham Ward
and Mandy Talbert, so not you at this stage."
1041,Graham Ward,Graham Ward,Individual,"From the solicitor at Bond Pierce, Stephen Dilley, to Mr. Pinder, copied to Graham Ward
and Mandy Talbert, so not you at this stage."
1041,Mandy Talbert,Mandy Talbert,Individual,"From the solicitor at Bond Pierce, Stephen Dilley, to Mr. Pinder, copied to Graham Ward
and Mandy Talbert, so not you at this stage."
1045,Castleton,Castleton,Organisation,"In the meantime, I attach a letter received on 7th of June from Mr.
Castleton's solicitor."
1046,Horizon,Horizon,Technical System,"As I've highlighted the two paragraphs I would like you to have
a look at, basically they state the Horizon system is equipped with a facility via which
its operating software can be updated remotely via the connection to the post office's head
office and that the system sometimes went offline when there are software updates."
1056,Brian Pinder,Brian Pinder,Individual,"And if we scroll up, please.
Brian Pinder sends that on to you and Penny Thomas."
1056,Penny Thomas,Penny Thomas,Individual,"And if we scroll up, please.
Brian Pinder sends that on to you and Penny Thomas."
1061,Software,Software,Organisation,"Software updates are relatively rare
and normally only take place between 8 p.m. and 1 a.m. and again before 4 a.m. and 7 a.m.
with occasional extensions at the weekend."
1062,Horizon,Horizon,Technical System,"This puts them well outside the normal operational
hours of Horizon."
1077,Steven Dilley,Steven Dilley,Individual,"Steven Dilley representing the Post Office is asking if it's possible that someone
undertakes an analysis of figures recorded on transaction logs."
1077,the Post Office,Post Office,Organisation,"Steven Dilley representing the Post Office is asking if it's possible that someone
undertakes an analysis of figures recorded on transaction logs."
1078,Castleton,Castleton,Organisation,"It appears that the solicitors for Castleton are saying that they've compared the transaction
logs with the cash accounts for week 42 themselves and they don't match."
1079,Horizon,Horizon,Technical System,"They conclude that
Horizon is therefore only recording half the transactions."
1080,Horizon,Horizon,Technical System,"And then reading second and
third paragraph, given this is a test case and that the integrity of the Horizon system
is being challenged, my own opinion is that this exercise should be completed by an expert
in inverted commas, from Fujitsu."
1080,Fujitsu,Fujitsu,Organisation,"And then reading second and
third paragraph, given this is a test case and that the integrity of the Horizon system
is being challenged, my own opinion is that this exercise should be completed by an expert
in inverted commas, from Fujitsu."
1083,Fujitsu,Fujitsu,Organisation,"My first question is, one, is this an exercise that Fujitsu could
undertake possibly by Gareth perhaps, who would presumably have a thorough understanding
of the figures recorded on both the transaction logs and the figures on an office cash account
Two, if the answer is yes, how soon could this exercise be performed?"
1083,Gareth,Gareth,Individual,"My first question is, one, is this an exercise that Fujitsu could
undertake possibly by Gareth perhaps, who would presumably have a thorough understanding
of the figures recorded on both the transaction logs and the figures on an office cash account
Two, if the answer is yes, how soon could this exercise be performed?"
1086,Pinder,Pinder,Individual,"We'll see there that Mr. Pinder forwards the email to you on the 31st of July,
asking, is this something you can provide?"
1094,Penny,Penny,Organisation,"I'll probably need help from Penny in carrying out extracts from the relevant
message stores."
1105,Sewell,Sewell,Individual,"And you say there on the 7th of August to Mr. Sewell,
in relation to the Castleton case and transaction logs, second paragraph, I've spoke with Anne
this morning."
1105,Castleton,Castleton,Organisation,"And you say there on the 7th of August to Mr. Sewell,
in relation to the Castleton case and transaction logs, second paragraph, I've spoke with Anne
this morning."
1105,Anne,Anne,Individual,"And you say there on the 7th of August to Mr. Sewell,
in relation to the Castleton case and transaction logs, second paragraph, I've spoke with Anne
this morning."
1106,Penny,Penny,Organisation,"We've agreed that once the CP, is that a change proposal, is approved,
will carry out the initial analysis based on transactions we get from Penny, then we
will review them together"
1107,the Post Office,Post Office,Organisation,and I'll front up any report we present to the Post Office.
1111,Marine Drive,Marine Drive,Individual,"Can we look, please, at FUJ00152292?
17th of August now, 2006, about Marine Drive, from Anne Chambers to you."
1111,Anne Chambers,Anne Chambers,Individual,"Can we look, please, at FUJ00152292?
17th of August now, 2006, about Marine Drive, from Anne Chambers to you."
1112,Marine Drive,Marine Drive,Individual,"She says, I've
spent some time recalculating the CAC 42, the cash account period 42, cash account for
Marine Drive and addressing the points in the letter from the Solicitor."
1122,Miss Chambers,Miss Chambers,Individual,"And so, Miss Chambers have been asked
by you to do the work, or it had been agreed by you that she should do the work, is that
right?"
1133,Dilley,Dilley,Individual,"An email of the 2nd of August from Mr. Dilley, the solicitor, to Brian Pinder and others,
not including you, with the subject First Draft Statement of Gareth Jenkins, and says
As to Mr Pinder, I refer to our previous correspondence and attach the first draft of witness statement
and exhibit for Gareth Jenkins."
1133,Brian Pinder,Brian Pinder,Individual,"An email of the 2nd of August from Mr. Dilley, the solicitor, to Brian Pinder and others,
not including you, with the subject First Draft Statement of Gareth Jenkins, and says
As to Mr Pinder, I refer to our previous correspondence and attach the first draft of witness statement
and exhibit for Gareth Jenkins."
1133,First Draft Statement,First Draft Statement,Organisation,"An email of the 2nd of August from Mr. Dilley, the solicitor, to Brian Pinder and others,
not including you, with the subject First Draft Statement of Gareth Jenkins, and says
As to Mr Pinder, I refer to our previous correspondence and attach the first draft of witness statement
and exhibit for Gareth Jenkins."
1133,Gareth Jenkins,Gareth Jenkins,Individual,"An email of the 2nd of August from Mr. Dilley, the solicitor, to Brian Pinder and others,
not including you, with the subject First Draft Statement of Gareth Jenkins, and says
As to Mr Pinder, I refer to our previous correspondence and attach the first draft of witness statement
and exhibit for Gareth Jenkins."
1133,Pinder,Pinder,Individual,"An email of the 2nd of August from Mr. Dilley, the solicitor, to Brian Pinder and others,
not including you, with the subject First Draft Statement of Gareth Jenkins, and says
As to Mr Pinder, I refer to our previous correspondence and attach the first draft of witness statement
and exhibit for Gareth Jenkins."
1134,Horizon,Horizon,Technical System,"It's designed to explain what Horizon is, comment on Mr Castleton's allegations about
the Horizon system."
1134,Castleton,Castleton,Organisation,"It's designed to explain what Horizon is, comment on Mr Castleton's allegations about
the Horizon system."
1135,Anne,Anne,Organisation,"I'm preparing a separate statement for Anne to follow shortly, which will deal with the
call logs."
1151,Pinder,Pinder,Individual,"I think you were subsequently informed by Mr. Pinder
that you wouldn't be required to give evidence
in Mr. Carselton's case."
1151,Carselton,Carselton,Individual,"I think you were subsequently informed by Mr. Pinder
that you wouldn't be required to give evidence
in Mr. Carselton's case."
1155,Pinder,Pinder,Individual,"Do you remember Mr. Pinder informing you directly
that you would not be required to give evidence
in Mr. Carselton's case?
I've seen an email which effectively says that, yes."
1155,Carselton,Carselton,Individual,"Do you remember Mr. Pinder informing you directly
that you would not be required to give evidence
in Mr. Carselton's case?
I've seen an email which effectively says that, yes."
1159,Pinder,Pinder,Individual,"I think again, as is or as was your practice, you have cut into
an email the contents of Mr Pinder's email and replied to it."
1163,Stephen up,Stephen up,Individual,"He says, just been chasing Stephen up, read your attendance and any matters still outstanding
for us, post office account, as follows my words."
1164,Jenkins,Gareth Jenkins,Individual,"He states, that although you, that's you Mr Jenkins, would probably make a good witness,
it is for evidential reasons that you cannot be called to do with evidence of opinion,
inverted commas, expert evidence and real evidence, etc., etc., complicated legal issues,
nothing to do with personalities, and you say, fine, I won't try to understand what
this means."
1166,Lee-Caskerton,Lee-Caskerton,Individual,"Was that the limit of the explanation that you received as to why you were not being
called as a witness in the Lee-Caskerton case?"
1184,Anne Chamber's,Anne Chamber's,Individual,"You tell us in your witness statements
that you didn't see Anne Chamber's afterthoughts document, either at the time or until this
inquiry essentially."
1188,Anne,Anne,Individual,"I think it was really as part of this thing that it was a case of it had been decided
that because Anne had done the original analysis, and I think she'd done the analysis, I think
there may have been a call was there back in 2004, because I think her analysis was
partly based on work that she'd actually done at the time."
1193,Anne Chambers,Anne Chambers,Individual,"Was that explained to you at the time, i.e. that Anne Chambers is the one that's been
selected to give evidence, because she could give some evidence of primary facts, i.e.
work that she had undertaken in answering a help desk query in 2004?"
1223,Jenkins,Gareth Jenkins,Individual,"Mr. Jenkins, in your, I'm going to turn to the capacity in which you gave evidence in
witness statements and then orally in the Seema Misra case."
