sentence_index,entity_raw,entity_normalised,category,sentence_text
396,Horizon,Horizon,Technical System,Of which 85 related to Horizon and balancing problems?
400,High Court,High Court,Organisation,Can we go on to paragraph 149 of your High Court witness statement here?
401,Horizon,Horizon,Technical System,"You say, using the limited reports you were able to print, you ascertained that around £5,000 of the alleged shortfall related to gyro items that had become wrongly duplicated on Horizon These reports were in the form of lengthy multi-line narrow till receipts and were many metres long, making them difficult to review in any event."
406,Gerry Hayes,Gerry Hayes,Individual,"I also called my retail line— sorry, my retail network manager, Gerry Hayes, the following day to inform him."
407,the Post Office,Post Office,Organisation,"In the absence of a proper response from the Post Office, I carried out— I carried over the apparent shortfall from that week's cash account to the following week's cash account by transferring it to a suspense account which was visible to the Post Office."
410,Post Office,Post Office,Organisation,"And is it that sum, £1,100, that you ended up in dispute with the Post Office over?"
412,Post Office,Post Office,Organisation,And I think the first thing you did was to write a detailed letter to the Post Office about it?
415,POL 004598,POL 004598,Organisation,POL 004598.
417,Horizon,Horizon,Technical System,"We can see this is dated the 19th of December 2000, so about 6 days after the balancing issue emerged, and again about 2 and a bit months after the installation of Horizon at your branch, and it must be noted, I think, very early in the life of the Horizon system taken as a whole, would you agree?"
419,Horizon,Horizon,Technical System,You'll see that the heading of it is Horizon faults.
420,Horizon,Horizon,Technical System,"Can we read the letter together, because this sets out what might be an important account early in the life of Horizon."
423,Horizon,Horizon,Technical System,The evidence that appeared during that day proved beyond any doubt that the Horizon system cannot be relied upon to give 100% accurate figures.
428,Horizon,Horizon,Technical System,"I can without any doubt attribute £368,500 of that to gyro items that have been double-entered, and that I'm unable to track because of the way Horizon is set up."
432,Horizon,Horizon,Technical System,"Unfortunately, the current Horizon system does not let you access previous transactions adequately enough to track problems with shorts or overs at the end of the week."
434,the Federation of Subpostmasters,the Federation of Subpostmasters,Organisation,"Having spoken to the local branch secretary of the Federation of Subpostmasters on these problems, and realizing the problems I'm experiencing are being found by others around the country, I do not— I really do not believe it would be unreasonable for Post Office Network to hold me liable for losses on the cash account until such time as 100% guarantee can be given about the accuracy of Horizon."
434,Post Office Network,Post Office Network,Organisation,"Having spoken to the local branch secretary of the Federation of Subpostmasters on these problems, and realizing the problems I'm experiencing are being found by others around the country, I do not— I really do not believe it would be unreasonable for Post Office Network to hold me liable for losses on the cash account until such time as 100% guarantee can be given about the accuracy of Horizon."
434,Horizon,Horizon,Technical System,"Having spoken to the local branch secretary of the Federation of Subpostmasters on these problems, and realizing the problems I'm experiencing are being found by others around the country, I do not— I really do not believe it would be unreasonable for Post Office Network to hold me liable for losses on the cash account until such time as 100% guarantee can be given about the accuracy of Horizon."
439,the Post Office,Post Office,Organisation,"I'm a firm believer in the way forward through such a system, but bear in mind my comments are made by someone who's had considerable experience of electronic point-of-sale systems before joining the Post Office in 1998."
445,Horizon,Horizon,Technical System,"So in that letter, you make it clear on a number of occasions that Horizon is at fault, and you explain in detail why, so far as you could tell, that was so."
448,the Post Office,Post Office,Organisation,You tell the Post Office that you're not alone and that this was happening around the country.
452,Dave Foster,Dave Foster,Individual,Was that Dave Foster?
453,Dave Foster,Dave Foster,Individual,It was Dave Foster.
462,Post Office,Post Office,Organisation,So now over a year has passed and you're writing to the Post Office about this long-in-the-tooth alleged shortfall.
464,Horizon,Horizon,Technical System,"This cumulative figure was placed in the suspense account towards the end of 2000, and I have no doubt at all that it was due to errors in the Horizon system over a number of weeks at that time."
465,Gerry Hayes,Gerry Hayes,Individual,"In my letters to Gerry Hayes of the 19th of December, which we've just looked at, and 16th of July 2001— I've skipped over that one because of time— neither of which did I receive a written reply to."
467,Post Office,Post Office,Organisation,"I really do think that enough time has now passed for Post Office to have resolved this issue, and that unless I receive a written comment to the contrary by the end of this month, I'll take it the matter's closed."
468,Post Office Counters,Post Office Counters,Organisation,"When I signed my contract with Post Office Counters, I did not sign to accept the liabilities arising from the shortcomings of a less than adequate Horizon system."
468,Horizon,Horizon,Technical System,"When I signed my contract with Post Office Counters, I did not sign to accept the liabilities arising from the shortcomings of a less than adequate Horizon system."
469,Post Office Limited,Post Office Limited,Organisation,All liabilities from such a system are clearly the responsibility of Post Office Limited or ICL Pathway.
469,ICL Pathway,ICL Pathway,Organisation,All liabilities from such a system are clearly the responsibility of Post Office Limited or ICL Pathway.
473,Post Office,Post Office,Organisation,"You say, finally, by letter of the 6th of March 2002, I was notified that, quote, Post Office has decided to take no further action in respect of the loss at my branch and that this will be written off."
474,the Post Office,Post Office,Organisation,"No reason was given But I've since seen a copy of a, quote, write-off authority voucher disclosed by the Post Office, which gives the reason for the write-off as, quote, disputed Horizon Cash account shortage."
474,Horizon Cash,Horizon Cash,Organisation,"No reason was given But I've since seen a copy of a, quote, write-off authority voucher disclosed by the Post Office, which gives the reason for the write-off as, quote, disputed Horizon Cash account shortage."
475,the Post Office,Post Office,Organisation,"The letter of the 6th of March also said that the Post Office had taken time to respond because, quote, it has been necessary to formulate a consistent response to all such cases."
476,the Post Office,Post Office,Organisation,I take it from this that the Post Office was aware at the time of many such complaints.
477,the Post Office,Post Office,Organisation,"I also take from the fact that the Post Office was willing to write off the considerable apparent discrepancy I disputed that my complaints were valid and that the Post Office was aware that was the case and wished to avoid the controversy on this matter, given that I was willing to assert my legal rights."
482,Post Office,Post Office,Organisation,"And, um, if we look at the 3rd paragraph, there's the passage that you cited: after due consideration of the facts surrounding your loss in your report, Post Office has decided to take no further action in respect of the loss, which will be written off."
498,Post Office,Post Office,Organisation,This is an internal Post Office document?
504,FAD,FAD,Organisation,"It's got your branch name and your FAD code, the amount of money, and it says the following decision has been made with regard to the lot at the above office which relates to an aged shortage which the subpostmaster insists was attributable to a Horizon system software, equipment, training failure."
504,Horizon,Horizon,Technical System,"It's got your branch name and your FAD code, the amount of money, and it says the following decision has been made with regard to the lot at the above office which relates to an aged shortage which the subpostmaster insists was attributable to a Horizon system software, equipment, training failure."
508,Horizon,Horizon,Technical System,"Did you see this document, the writing off of a loss, because you said the loss was attributable to the Horizon system, at the time of the dispute with the Post Office in 2002 and 2003, i.e., before termination of your contract?"
508,the Post Office,Post Office,Organisation,"Did you see this document, the writing off of a loss, because you said the loss was attributable to the Horizon system, at the time of the dispute with the Post Office in 2002 and 2003, i.e., before termination of your contract?"
510,the Post Office,Post Office,Organisation,And so were you aware at that time that the Post Office seemingly used the standard form with delete as appropriate boxes on it?
514,Horizon,Horizon,Technical System,"oh, it's another one, the Horizon losses."
527,Post Office,Post Office,Organisation,"We've heard from some Post Office staff, the evidence of Susan Harding springs to mind, particularly to me, that the Post Office believed that the suspense account was used by subpostmasters to cover up theft and fraud."
527,Susan Harding,Susan Harding,Individual,"We've heard from some Post Office staff, the evidence of Susan Harding springs to mind, particularly to me, that the Post Office believed that the suspense account was used by subpostmasters to cover up theft and fraud."
528,Horizon,Horizon,Technical System,"Your evidence is that you were being transparent from an early stage in the life of Horizon in your complaints about Horizon discrepancies, about the use of the suspense account to hold over disputed sums whilst continued— whilst continuing to assert that the money wasn't owed and ought not to be made good."
533,Horizon,Horizon,Technical System,"I think after this write-off there continued to be some shortages, shortfalls shown on Horizon, is that right?"
557,Post Office,Post Office,Organisation,And Post Office were aware of what I was doing.
558,Mike Wakely,Mike Wakely,Individual,"Did the installation of a new retail line manager, Mike Wakely, cause matters to be brought to a head in that respect?"
572,Horizon,Horizon,Technical System,"That's the one we've just read, confirming our conversation regarding losses and gains at our office, which have always been rolled over since the installation of Horizon."
573,Post Office,Post Office,Organisation,"I appreciate you may well have been unaware of this practice at the office, but can assure you that many others at Post Office— many other Post Office staff knew of it."
575,Horizon,Horizon,Technical System,"The problem with rolling over the losses and gains is that I presume I'd be accepting liability for them, which is something that I've pointed out in writing to you since the introduction of Horizon here."
583,Wakely,Wakely,Individual,"Um, letter from Mr. Wakely, um, 2nd of May."
592,Post Office,Post Office,Organisation,"To this effect, you're charged with ensuring that all accounts entrusted to you are kept in the form prescribed by Post Office using the approved accounting system, and therefore, in the event of any losses occurring, these should be made good without delay."
603,Horizon,Horizon,Technical System,"To take an extreme, if the Horizon system said I owed £1 million, would you say I'd have to make good the loss without delay and without question?"
608,the Post Office,Post Office,Organisation,"So you correct the Post Office on the terms and conditions, you make it clear the point that many have missed, that the contract does not oblige you to repay all losses, and then you make a point of emphasis it's the million pounds example in your third paragraph."
609,the Post Office,Post Office,Organisation,Was there any effort by the Post Office to engage with the points that you were making in this letter?
615,Wakely,Wakely,Individual,"Mr. Wakely, in accordance with your contracts, I'm writing to issue you with 3 months' notice of termination of your contract."
622,the Post Office,Post Office,Organisation,Was any such explanation given to you by the Post Office at this time?
632,Post Office,Post Office,Organisation,You'd had the Post Office acknowledging that it was because of a genuine dispute.
633,Horizon,Horizon,Technical System,"Over whether Horizon was to blame for it, over the operation of Horizon."
634,Post Office,Post Office,Organisation,"You'd been rolling over other shortfalls and surpluses since then with Post Office knowledge, and then this arrives."
635,Post Office,Post Office,Organisation,"Well, it was, it was a bit strange in a way, because we were a very busy Post Office."
636,Post Office,Post Office,Organisation,"In fact, it was a time when a lot of Post Office places were losing trade, but our sales figures were extremely high in the region."
641,Alan,Alan,Individual,"He was saying, come on, Alan, you know, change your mind."
643,Post Office,Post Office,Organisation,"And I'm saying, look, if you're unhappy with the way that I'm providing your service, then pay us back our initial investment and take the Post Office away."
645,the Post Office,Post Office,Organisation,"But I mean, it's— they just decided they were going to— I felt They were going to make a lesson of my case, because a number of other people knew what was going on at that time, and I think it was something the Post Office liked to try and give lessons of how they were in charge."
646,the Post Office,Post Office,Organisation,Can we just look before the morning break at some reasoning that the Post Office gave subsequently for terminating your contract?
649,Betty Williams,Betty Williams,Individual,"This is a letter written to an MP, Betty Williams, in relation to a letter that she wrote as a constituency MP to Alan Layton, the then chairman of the Post Office, and it's the 29th of October."
649,Alan Layton,Alan Layton,Individual,"This is a letter written to an MP, Betty Williams, in relation to a letter that she wrote as a constituency MP to Alan Layton, the then chairman of the Post Office, and it's the 29th of October."
649,the Post Office,Post Office,Organisation,"This is a letter written to an MP, Betty Williams, in relation to a letter that she wrote as a constituency MP to Alan Layton, the then chairman of the Post Office, and it's the 29th of October."
650,Dave Barrett,Dave Barrett,Individual,"If we just go to the second page, scroll down, we can see here it's written by Dave Barrett, Head of Commercial Urban Area for Wales, the Marches and Merseyside."
652,Bates,Alan Bates,Individual,"Briefly, we've given notice to Mr Bates, the present subpostmaster, that we're withdrawing from our contract with him, and then this: this is because we've lost confidence in his willingness to conduct the job in the manner expected."
656,Horizon Integrity,Horizon Integrity,Organisation,This is a presentation on Horizon Integrity prepared by Dave Smith.
656,Dave Smith,Dave Smith,Individual,This is a presentation on Horizon Integrity prepared by Dave Smith.
657,Horizon,Horizon,Technical System,It's undated and it seeks to tell a story about the integrity of Horizon.
660,Smith,Smith,Individual,"Mr Smith says, of the cases I'm aware, Bates had discrepancies was dismissed because he became unmanageable."
660,Bates,Alan Bates,Individual,"Mr Smith says, of the cases I'm aware, Bates had discrepancies was dismissed because he became unmanageable."
663,Smith,Smith,Individual,"And then Mr. Smith says of you that you, quote, clearly struggled with accounting and despite copious support did not follow instructions."
667,the Post Office,Post Office,Organisation,No. Did you seek to follow the instructions that you had been given by the Post Office?
682,GLO,GLO,Organisation,You say this is your High Court statement for the GLO common issues trial.
683,Horizon,Horizon,Technical System,"I've little doubt that the reason for my termination is that I had not only uncovered limitations and potential errors with the Horizon system, but that I continued to question the Post Office on the contractual relationship between subpostmasters and the Post Office."
683,the Post Office,Post Office,Organisation,"I've little doubt that the reason for my termination is that I had not only uncovered limitations and potential errors with the Horizon system, but that I continued to question the Post Office on the contractual relationship between subpostmasters and the Post Office."
689,Bates,Alan Bates,Individual,"Mr Bates, thank you."
696,Bates,Alan Bates,Individual,"If we continue Please, Mr Bates, with August 2003."
699,the Royal Mail Group PLC,the Royal Mail Group PLC,Organisation,I think one of the first things you did was to write to the chairman of the Royal Mail Group PLC; is that right?
703,Alan Layton,Alan Layton,Individual,"We'll see that this is dated 7 August 2003, to Mr Alan Layton, Chairman of Royal Mail Group PLC."
703,Royal Mail Group PLC,Royal Mail Group PLC,Organisation,"We'll see that this is dated 7 August 2003, to Mr Alan Layton, Chairman of Royal Mail Group PLC."
704,Royal Mail Group PLC,Royal Mail Group PLC,Organisation,"We'll look at the detail in a moment, but can I ask you in general terms what the purpose was in writing to the chairman of Royal Mail Group PLC."
705,Post Office's,Post Office,Organisation,By this time you'd received Post Office's decision to terminate your contract.
710,Horizon,Horizon,Technical System,Horizon had only been rolled out for 3 years or so.
716,Post Office Limited,Post Office Limited,Organisation,That first paragraph: I'm writing to you with regard to a letter I've just received from Post Office Limited giving me formal notification of their decision to terminate my subpostmaster contract.
717,Post Office Limited,Post Office Limited,Organisation,"As chairman of the group responsible for Post Office Limited, I thought important that you should be aware of what is being undertaken in your name."
727,Post Office,Post Office,Organisation,"In reality, this matter should never have reached this stage, but the extremely poor handling by Post Office management in the past has led to the situation which could result in us not only losing our business but something else."
728,the Post Office,Post Office,Organisation,"Unlike the Post Office, I do not have endless funds to fight this injustice through the courts."
730,Post Office,Post Office,Organisation,"Well, I suppose realistically I have been speaking with lawyers at that time and I was being advised that you probably wouldn't be able to afford to take Post Office on."
733,Royal Mail Group,Royal Mail Group,Organisation,I do realise it is imperative for as many people as possible to have an opportunity to see in detail the management style applied by Royal Mail Group to the very public face of the local post office.
734,Stalinistic,Stalinistic,Organisation,It is again trying to use what seems to be so often described in its outdated Stalinistic management approach in order to bludgeon its will onto the poor subpostmaster.
736,the Post Office,Post Office,Organisation,"Whilst I appreciate that principles can be expensive, I cannot agree to any position which would leave me and every other sub-postmaster liable for claims of millions of pounds from the Post Office without any redress or access to data to check such claims."
740,www.postofficevictims.org.uk,www.postofficevictims.org.uk,Organisation,"To that end, these documents enclosed and others will shortly be available online once the hoarding at the— for the front of our building advertising our website, www.postofficevictims.org.uk, is ready in a week or so."
748,Leighton,Leighton,Individual,"Now, I don't think you got a reply from Mr. Leighton, did you?"
753,Alan Layton,Alan Layton,Individual,"Thank you for your letter dated the 7th of August addressed to Alan Layton, which has been forwarded to me for reply."
755,Rhea McQueen,Rhea McQueen,Organisation,"You can see, you can see that it's from somebody in the operations department, Rhea McQueen, a case liaison manager."
756,Next,Next,Organisation,"Go back to the first Next page, please."
760,Quote,Quote,Individual,"Although I regret that the situation has reached the point of termination of your contract, Quote, I am confident that the various teams concerned in the events have worked hard to provide support and assistance to you in a consistent and sympathetic manner."
762,Post Office's,Post Office,Organisation,"No, but this is Post Office's view, it's not mine."
766,Horizon,Horizon,Technical System,"And also to provide extra training on the Horizon system, did you get additional training on the Horizon system?"
769,Horizon,Horizon,Technical System,"The Horizon system at the branch has been reviewed and interrogated in response to your complaints, and the reports from the Horizon field support team and the NBSC have confirmed that there's nothing inherently wrong with the Horizon system installed at the branch."
769,NBSC,NBSC,Organisation,"The Horizon system at the branch has been reviewed and interrogated in response to your complaints, and the reports from the Horizon field support team and the NBSC have confirmed that there's nothing inherently wrong with the Horizon system installed at the branch."
785,the Post Office Limited's,the Post Office Limited's,Organisation,I feel you should be aware that use of the Post Office Limited's imagery on your website may constitute trademark infringement.
786,the Post Office,Post Office,Organisation,"You say in your witness statement that despite you having sent the Chairman a full clip of the relevant correspondence with notes about each item within it, to quote your witness statement, predictably the response of the Post Office was to ignore the content and predictably to fail to investigate the real issues."
787,the Post Office,Post Office,Organisation,Why in your view was it the predictable response of the Post Office?
789,Post Office,Post Office,Organisation,"I mean, it was constantly— Post Office was in the right and you were always in the wrong, and it was— it just seemed to be their nature."
790,the Post Office's,Post Office,Organisation,You tell us in your witness statement that this reply was the usual box-ticking exercise written entirely from the Post Office's perspective.
796,Horizon,Horizon,Technical System,"We asked you a question, what data you believe you needed to access in order to determine the cause of discrepancies in the Horizon-generated branch accounts, and you say, I required access to all data, even in a read-only format, held on the system in relation to all input by me and my staff, which happened at the branch."
797,Horizon,Horizon,Technical System,"In respect of verifying information regarding those transactions or the accounts that they ultimately formed a part of, I could only check transaction logs that were available on Horizon for limited periods of time or use the limited range of information and reports I had access to and which could be printed from Horizon terminals, comparing them to stock in the branch."
798,Post Office,Post Office,Organisation,"I had no real way of checking information held in Horizon that came from Post Office itself or from its clients such as Camelot, or indeed the way in which those had been reconciled with transactions in the branch."
801,Horizon,Horizon,Technical System,"Whilst the position as stated in the letter— that's the letter we've just read— is that they'd reviewed and interrogated and concluded there was nothing inherently wrong with the Horizon system, I'd seen no evidence of the apparent review and interrogation they'd claimed to carry out."
813,Williams,Williams,Individual,"That's Miss Williams, is that right?"
815,Post Office,Post Office,Organisation,"On the 27th of October 2003, and she in turn raised it with Post Office and with the Minister."
819,Post Office,Post Office,Organisation,"And then she wrote again to Post Office and your MP, as a result of which Post Office wrote this letter on the 19th of January 2004."
821,Richard Barker,Richard Barker,Individual,"We can see that it's written by Richard Barker, the then General Manager of the Commercial Network."
821,the Commercial Network,the Commercial Network,Organisation,"We can see that it's written by Richard Barker, the then General Manager of the Commercial Network."
823,Betty Williams,Betty Williams,Individual,"He says to Betty Williams MP, I promised to write to you once a comprehensive review had been undertaken of the issues raised by you."
824,Post Office,Post Office,Organisation,That review has been completed by a senior manager within Post Office with considerable experience in the handling of disputes and subsequent appeals.
826,Bates,Alan Bates,Individual,No evidence was found which in any way substantiates the various claims being made by Mr Bates.
827,Barker,Barker,Individual,"And Mr Barker goes as far as saying, that the decision to terminate your contract was not only correct, it was the only sensible option."
833,Alan Layton,Alan Layton,Individual,"So we've seen you write to your MP, we've seen you write directly to Alan Layton and the reply, we've seen your MP write to Post Office and we've seen this reply trying to ask questions."
833,Post Office,Post Office,Organisation,"So we've seen you write to your MP, we've seen you write directly to Alan Layton and the reply, we've seen your MP write to Post Office and we've seen this reply trying to ask questions."
834,the Post Office,Post Office,Organisation,It suggested in some parts of your witness statement that they were being shut down or fobbed off by the Post Office.
840,Sandy Stephen,Sandy Stephen,Individual,"I just want to look at what the author, Sandy Stephen, says."
841,Horizon,Horizon,Technical System,"They say, I've reviewed— if we scroll to the top paragraph, please— all the files from the date of Horizon installation until the termination of Bates' contract and read all the subsequent correspondence."
841,Bates,Alan Bates,Individual,"They say, I've reviewed— if we scroll to the top paragraph, please— all the files from the date of Horizon installation until the termination of Bates' contract and read all the subsequent correspondence."
843,Bates,Alan Bates,Individual,Bates' assertions against the Horizon system.
843,Horizon,Horizon,Technical System,Bates' assertions against the Horizon system.
845,Bates,Alan Bates,Individual,Eventually it was decided to write off the debt and a clear signal was given to Bates that all future losses would be recovered.
846,Bates,Alan Bates,Individual,Significantly further training and support was given to Bates at that time.
852,Bates,Alan Bates,Individual,Later it transpires and Bates admitted that he continued to roll over losses.
856,Horizon,Horizon,Technical System,"Expired, and you admitted that you continue to roll over losses and had done so since the introduction of Horizon."
858,Mr Wakely,Mr Wakely,Organisation,"That's true, we've seen that from Mr Wakely."
864,Retail Line,Retail Line,Individual,"From the evidence contained in the files, it's clear that Retail Line conducted themselves correctly and acted in accordance with the rules."
865,Bates,Alan Bates,Individual,And then this: leaving aside the anecdotal evidence on file which demonstrates Bates' unsuitability as a postmaster.
869,Mike Wakely,Mike Wakely,Individual,"If— I mean, I have records of that time which were statements from the retail network manager, or my current retail network manager at that time, which was Mike Wakely, to say how well the office was doing and, and well done for all the hard work."
873,Post Office,Post Office,Organisation,They point out Post Office has an absolute right to terminate a contract with 3 months' notice.
881,Post Office,Post Office,Organisation,"When I went into Post Office, it was sold to me at the time as you were in partnership with the business, but you very soon learned that this was a very one-sided partnership."
885,the Post Office,Post Office,Organisation,"This is part of a slew of correspondence that I'm not going to investigate in detail over whether you would continue to provide a service within the Post Office as an interim measure, and the arrangements that were being made for the Post Office to come into the branch and take away what they say belonged to them."
886,Post Office,Post Office,Organisation,"You say, at no time did Post Office ever ask me if I would continue providing a service as an interim measure."
889,Horizon,Horizon,Technical System,It seems your organisation will do every— anything and everything to try and keep the failures of Horizon hidden.
892,the Post Office,Post Office,Organisation,"In relation to the penultimate paragraph there, that the Post Office would do anything and everything to try and keep the failures of Horizon hidden."
892,Horizon,Horizon,Technical System,"In relation to the penultimate paragraph there, that the Post Office would do anything and everything to try and keep the failures of Horizon hidden."
893,Horizon,Horizon,Technical System,Why do you think that they were— why did you think that they were trying to keep the failures of Horizon hidden?
895,Horizon,Horizon,Technical System,"First off, I think their field personnel didn't understand it to any great depth, and they just seem to follow the corporate mantra that Horizon is robust and that's it, and everyone else is wrong."
903,the Post Office,Post Office,Organisation,You heard of stories of where people were literally taking their computers and the whole systems and leaving them on the pavement outside and telling the Post Office to come and collect it.
909,Sandy Stephen,Sandy Stephen,Individual,"In the clip of materials that identified or led to the Sandy Stephen comprehensive review that we saw, the 5 paragraphs on the one page, in that clip of material is a note from Mike Wakely, your retail line manager, contributing to that document, and he said that at this time Alan believes his actions are now a matter of principle."
909,Mike Wakely,Mike Wakely,Individual,"In the clip of materials that identified or led to the Sandy Stephen comprehensive review that we saw, the 5 paragraphs on the one page, in that clip of material is a note from Mike Wakely, your retail line manager, contributing to that document, and he said that at this time Alan believes his actions are now a matter of principle."
909,Alan,Alan,Individual,"In the clip of materials that identified or led to the Sandy Stephen comprehensive review that we saw, the 5 paragraphs on the one page, in that clip of material is a note from Mike Wakely, your retail line manager, contributing to that document, and he said that at this time Alan believes his actions are now a matter of principle."
914,www.postofficevictims.org.uk,www.postofficevictims.org.uk,Organisation,"I think one of the first things that you did after termination of your contract was to set up the website, www.postofficevictims.org.uk."
917,Post Office,Post Office,Organisation,"Unfortunately, the local paper printed my letter in full to explain what had happened with Post Office."
921,Post Office,Post Office,Organisation,"I suppose it was like a seed, I wouldn't say organisation, it was what I set up initially there to try and attract and draw other cases and also as a warning to others about getting involved with Post Office, this is the type of organisation you are planning to get involved with."
927,the Post Office,Post Office,Organisation,I wanted to create a body of former and current subpostmasters and branch assistants which could provide a community for all those going through the same experiences with the Post Office.
928,the Post Office,Post Office,Organisation,"I knew that I was not alone in my dealings with the Post Office, and the JFSA was set up in order to ensure that other people in the same situation as myself knew that they too were not on their own."
929,Post Office,Post Office,Organisation,"As mentioned above, there was a complete lack of support from Post Office, and I believe those in similar circumstances required support."
936,Post Office,Post Office,Organisation,"I mean, they were just another department of Post Office, as I believe it still is these days as well."
937,the Post Office,Post Office,Organisation,But why do you think they're just another department of the Post Office?
938,Post Office,Post Office,Organisation,"Well, at one time, I believe they had an office in in Post Office headquarters, but ignoring that, it depends which bit we're going."
939,Federation,Federation,Organisation,"If you go right back to the early days, the 2002s, 2003s, and when I was going to these Federation meetings, I know I attended one meeting where a subpostmaster at the back of the meeting group, he started saying, I've just had my post office taken off me."
940,Horizon,Horizon,Technical System,"I'd had problems with Horizon, all the rest."
941,Federation,Federation,Organisation,And the Federation exec— the Federation exec people who were there escorted him out the back of the place.
943,Federation,Federation,Organisation,"I know perfectly well when my contract was terminated, I went to a Federation meeting to try— well, a local branch one."
944,the National Executive Federation,the National Executive Federation,Organisation,"I went to a Federation meeting where I tried to speak on behalf of that, and there was one of the National Executive Federation members at that meeting, and he stopped— tried to stop me speaking."
945,Noel Thomas,Noel Thomas,Individual,"He refused to say this, that I should be allowed to talk about such things at the meeting, and if it hadn't been for the local chairman, who was Noel Thomas at that time, If it hadn't been for him talking and moving this chap out the way, I'd never have been able to get over what had happened to me and explain to the others."
946,Federation,Federation,Organisation,So there was an awful lot of pressure from the Federation to support Post Office.
946,Post Office,Post Office,Organisation,So there was an awful lot of pressure from the Federation to support Post Office.
947,Post Office's,Post Office,Organisation,"In fact, there is— I don't know if you're going to show it— there is correspondence from the Federation where they actually support Post Office's position in terminating my contract."
952,POL0021,POL0021,Organisation,"I think, if I can cover drive it back, it's POL0021"
955,Colin Baker,Colin Baker,Individual,"A letter to you from Colin Baker, the General Secretary of the NFSP."
958,Betty Williams,Betty Williams,Individual,"You had written a couple of letters to him, I'm not going to show now, of December 2003 and January 2004, and he notes that Betty Williams has written to Alan Layton, we've seen that."
958,Alan Layton,Alan Layton,Individual,"You had written a couple of letters to him, I'm not going to show now, of December 2003 and January 2004, and he notes that Betty Williams has written to Alan Layton, we've seen that."
959,the Royal Mail Group,the Royal Mail Group,Organisation,"He says, I can go no higher within the Royal Mail Group than Alan Layton."
959,Alan Layton,Alan Layton,Individual,"He says, I can go no higher within the Royal Mail Group than Alan Layton."
960,Parliament,Parliament,Organisation,"I'm sure that your Member of Parliament will have had as much, if not more, success than I would."
963,Post Office,Post Office,Organisation,We're not in a position to provide information regarding other subpostmasters' dealings with Post Office.
964,Horizon,Horizon,Technical System,"We're aware there are some disputes around the time that offices migrated from the manual system to the Horizon system, but we are now of the view that Horizon works well and there are no real problems with post offices which are operating the— or operated by the Horizon system."
966,Horizon,Horizon,Technical System,"Horizon works well, there are no problems with post— in post offices with it?"
968,Federation,Federation,Organisation,"I mean, the Federation always seemed to try and manage any of the problems around Horizon."
970,Horizon,Horizon,Technical System,"And there were a whole host people raising queries, delegates raising queries about Horizon during conference, and it got to such a state that they couldn't move on with conference, and conference decided to set up a separate committee to look into Horizon issues and for members to report them to them, and they would then discuss them with Post Office."
970,Post Office,Post Office,Organisation,"And there were a whole host people raising queries, delegates raising queries about Horizon during conference, and it got to such a state that they couldn't move on with conference, and conference decided to set up a separate committee to look into Horizon issues and for members to report them to them, and they would then discuss them with Post Office."
977,the Post Office,Post Office,Organisation,I think you tell us that you've been informed that the Post Office would often only allow a representative of the NFSP or a friend to sit in on interviews where suspension or termination was contemplated.
979,the Post Office,Post Office,Organisation,"And you tell us in your statement that the NFSP nearly always agreed with the Post Office and said sometimes to the post postmaster, come on, own up, tell them what you did with the money?"
983,Horizon,Horizon,Technical System,"To your knowledge, has the NFSP ever once helped a subpostmaster in any court case in which the operation of the Horizon system or the integrity of the data which it produces has been questioned?"
985,NFSP,NFSP,Organisation,To what extent did the NFSP assist in the group litigation?
987,NFSP,NFSP,Organisation,To what extent has the NFSP assisted others following the group litigation in obtaining redress?
992,Post Office,Post Office,Organisation,"You'd set up the JFSA and you tell us that from the late 2000s onwards, say from about 2009 onwards, you have spent an estimated 30 to 40 hours a week campaigning in relation to Post Office and Horizon."
992,Horizon,Horizon,Technical System,"You'd set up the JFSA and you tell us that from the late 2000s onwards, say from about 2009 onwards, you have spent an estimated 30 to 40 hours a week campaigning in relation to Post Office and Horizon."
997,the Post Office,Post Office,Organisation,"And paragraph 87 at the top, you say the challenges were faced at every step of the way since the Post Office would obstruct me."
999,the Post Office,Post Office,Organisation,You say there that challenges were faced at every step of the way since the Post Office would obstruct me.
1006,Post Office,Post Office,Organisation,"Cases used to take months and months to progress, I'm thinking of the initial mediation scheme for example, and you just felt, though they were there, were still banging your head against a brick wall to try and get anything out of them, because they were determined to protect the brand at any cost, and they didn't want anything coming out or being disclosed that might cause damage to Post Office."
1030,Ed Davey,Ed Davey,Individual,Can we turn please to correspondence with Ed Davey MP in May 2010?
1034,Computer Weekly,Computer Weekly,Organisation,"Yes, the Computer Weekly article had been written by Rebecca Thompson on the 11th of May 2009, and I think you were indeed interviewed by her as part of, um, her work."
1034,Rebecca Thompson,Rebecca Thompson,Individual,"Yes, the Computer Weekly article had been written by Rebecca Thompson on the 11th of May 2009, and I think you were indeed interviewed by her as part of, um, her work."
1038,Ed Davey,Ed Davey,Individual,Can we look then at the letter that you wrote to Ed Davey MP on the 20th of May UKGI 3016119.
1039,Postal Affairs,Postal Affairs,Organisation,"So, as we can see from the way you've addressed the letter, at the top, Minister for Postal Affairs within the Department."
1040,Business Innovation,Business Innovation,Organisation,"Of Business Innovation and Skills, sometimes called BIS."
1040,Skills,Skills,Organisation,"Of Business Innovation and Skills, sometimes called BIS."
1040,BIS,BIS,Organisation,"Of Business Innovation and Skills, sometimes called BIS."
