sentence_index,entity_raw,entity_normalised,category,sentence_text
519,"Department
Poit","Department
Poit",Organisation,"Who later shared with me her concerns about Post Office's investigations, Department
Poit.
Yep."
523,Ian Henderson,Ian Henderson,Individual,"Later, in the latter part of January 14, as I recall, my colleague Ian Henderson sent
a copy of the report, still marked as draft as far as I can recall, to Chris O'Yard,
who at that time was post office's general counsel, copying Belinda Crowe at the post
office."
523,Chris O'Yard,Chris O'Yard,Individual,"Later, in the latter part of January 14, as I recall, my colleague Ian Henderson sent
a copy of the report, still marked as draft as far as I can recall, to Chris O'Yard,
who at that time was post office's general counsel, copying Belinda Crowe at the post
office."
523,Belinda Crowe,Belinda Crowe,Individual,"Later, in the latter part of January 14, as I recall, my colleague Ian Henderson sent
a copy of the report, still marked as draft as far as I can recall, to Chris O'Yard,
who at that time was post office's general counsel, copying Belinda Crowe at the post
office."
528,O'Yard,O'Yard,Individual,"Mr. O'Yard had asked to see a copy of the report
after existence was mentioned at a meeting
of the mediation working group."
529,Post Office,Post Office,Organisation,"Post Office ought to be able to locate
a copy of that email to which the report was attached."
530,Ian,Ian,Individual,"As mentioned, it was sent by Ian to those two post office
employees, copying also myself."
531,O'Yard,O'Yard,Individual,"Is that accurate that that's what you said,
but also the underlying facts that Mr. O'Yard had asked to see a copy of the report, and
it was sent over to him?"
532,Ian,Ian,Individual,"Yes, I think it was Ian, Mr Henderson, that relayed to me that Mr. O'Yard had asked
him."
532,O'Yard,O'Yard,Individual,"Yes, I think it was Ian, Mr Henderson, that relayed to me that Mr. O'Yard had asked
him."
533,O'Yard,O'Yard,Individual,So I don't think Mr. O'Yard asked me.
534,Ian,Ian,Individual,I think he asked Ian.
535,Ojard,Ojard,Individual,"But I'm a little bit
hazy on that, but I know the request came from Mr. Ojard and that's why an old copy
of the thing was dusted off and produced."
539,Ian,Ian,Individual,"and I recall it being mentioned in the working
group meeting and us being, Ian and I being surprised that yet again a key document had
not been handed over from one general counsel to the next"
540,Susan,Susan Crichton,Individual,"and therefore it was obviously
something that although I'd produced it for Susan, I'd produced it for her in her capacity
as a general counsel and therefore he was entitled to see it."
541,O'Yard,O'Yard,Individual,"Was anything done about what you found in your five points or your recommendations second
time around, i.e. when it was produced to Mr. O'Yard?
Not to my knowledge."
555,Warmington,Ron Warmington,Individual,"Good afternoon, Mr. Warmington."
558,Ian Henderson,Ian Henderson,Individual,"Paragraph 46, which is in the bottom half of the page, you say that after discussions
with Ian Henderson as to the seriousness of his findings of probable prosecutorial misconduct,
from his review of the small number of legal files to which he had been given unrestricted
access, only seven as you recall it, I decided to speak directly with Susan Crichton about
that very important matter."
558,Susan Crichton,Susan Crichton,Individual,"Paragraph 46, which is in the bottom half of the page, you say that after discussions
with Ian Henderson as to the seriousness of his findings of probable prosecutorial misconduct,
from his review of the small number of legal files to which he had been given unrestricted
access, only seven as you recall it, I decided to speak directly with Susan Crichton about
that very important matter."
560,Sight,Second Sight,Organisation,"During a meeting with her, I said that whereas I was confident that Second Sight had the
ability to assess the adequacy of evidence in cases of suspected fraud and financial
theft, we were forensic accountants, not lawyers experienced in criminal prosecutions or defence."
562,Susan,Susan Crichton,Individual,"Susan, who like practically
every other general counsel I'd ever met, claimed no expertise herself in matters of
criminal prosecution, said that she would take the matter to Cartwright King."
562,Cartwright King,Cartwright King,Individual,"Susan, who like practically
every other general counsel I'd ever met, claimed no expertise herself in matters of
criminal prosecution, said that she would take the matter to Cartwright King."
565,Susan Crichton,Susan Crichton,Individual,And was it just you and Susan Crichton present?
566,Henderson,Ian Henderson,Individual,"Um, you drew to her attention, um, matters of prosecutorial misconduct, um, that, um,
that your colleague, Mr. Henderson, had, um, uncovered in a small number of files to which
he had had access."
569,Ian,Ian,Individual,"Yes, in every case, in attention to the underlying root causes of the shortfalls that were being
pursued civilly or criminally, but also, as Ian has mentioned, the failure to disclose
as far as he could detect, because I was relying on his input on this"
571,Ian,Ian,Individual,"And so this, I had, and still have, less experience than does Ian on matters of prosecutorial
conduct, but it was pretty compelling to me."
572,Susan,Susan Crichton,Individual,And so I thought that I needed to share those views with Susan.
573,"Susan
Crichton","Susan
Crichton",Individual,"Did any of the five things that you were subsequently to mention in the first part of 2013 in that
draft document that we looked at before the break form part of your briefing to Susan
Crichton?"
580,Henderson,Ian Henderson,Individual,"And if, God forbid, an expert
in criminal law says that Mr Henderson and I, more Mr Henderson, is right."
586,Beer,Beer,Individual,"Ooh, I think it's what we were referring to earlier, Mr. Beer."
592,Post Office,Post Office,Organisation,"Yes, but to be fair to Post Office and to Mr Henderson, I had to consider the possibility
that we were wrong."
592,Henderson,Ian Henderson,Individual,"Yes, but to be fair to Post Office and to Mr Henderson, I had to consider the possibility
that we were wrong."
594,Ian,Ian,Individual,I don't think Ian was and he never has been.
596,Susan Crichton,Susan Crichton,Individual,"Moving to that, you say at the foot of that paragraph, she said that Susan Crichton, she
would take the matter to Cartwright King, and you tell us over the page that you laughed
out loud at that simply preposterous suggestion, responding by saying that Cartwright King
would be entirely unsuitable because they could never be viewed as independent and they
would then be marking their own homework."
596,Cartwright King,Cartwright King,Individual,"Moving to that, you say at the foot of that paragraph, she said that Susan Crichton, she
would take the matter to Cartwright King, and you tell us over the page that you laughed
out loud at that simply preposterous suggestion, responding by saying that Cartwright King
would be entirely unsuitable because they could never be viewed as independent and they
would then be marking their own homework."
605,MPs,MPs,Organisation,"Because the MPs had said that they were interested on behalf of their constituents in the cases
that had gone to prosecution?"
606,Joe,Joe,Individual,"Oh, let's face it, the Lord of Buffnot, he had I think three constituents, one of which
was Joe, this was central to the reason he was pushing for the investigation to be carried
out."
608,Susan Crichton,Susan Crichton,Individual,"Did you find out what in fact happened at this time or shortly thereafter, namely in
August or September 2012, whether or not your suggestion of referring this to a competent
barrister experienced in criminal cases, or as Susan Crichton said she was going to do,
refer it to Cartwright King, in fact happened?"
608,Cartwright King,Cartwright King,Individual,"Did you find out what in fact happened at this time or shortly thereafter, namely in
August or September 2012, whether or not your suggestion of referring this to a competent
barrister experienced in criminal cases, or as Susan Crichton said she was going to do,
refer it to Cartwright King, in fact happened?"
610,Simon,Simon,Individual,"And is it your understanding that what actually happened was a result of your suggestion in
August or September 2012 or was prompted by something entirely different, namely the Simon
Clarke advice of July 13th?
Simply said, I don't know."
610,Simply,Simply,Individual,"And is it your understanding that what actually happened was a result of your suggestion in
August or September 2012 or was prompted by something entirely different, namely the Simon
Clarke advice of July 13th?
Simply said, I don't know."
616,Cartwright King,Cartwright King,Individual,"That wasn't a communication
that you were a party to, i.e. the motivating cause for going off to Cartwright King."
619,"kick
Susan's","kick
Susan's",Individual,"But I think that coincided
with, I can't for the moment remember why, I'm afraid, why I didn't go back and kick
Susan's door down on this."
622,Simon Baker,Simon Baker,Individual,Can we look at an exchange that I showed Mr Henderson this morning of May 2013 between you and Simon Baker?
624,Simon Baker,Simon Baker,Individual,"There's an email to you from Simon Baker of May
2013, so a couple of months before publication of the interim report."
625,Paula Venals,Paula Venals,Individual,And it looks like it's in readiness for a meeting that you're to have with Paula Venals.
626,Baker,Baker,Individual,"And he, Mr. Baker, says just to ensure we're on the same page, Paula would like to say we've
agreed at the following Second Sight, can you confirm you agree?"
626,Paula,Vennells,Individual,"And he, Mr. Baker, says just to ensure we're on the same page, Paula would like to say we've
agreed at the following Second Sight, can you confirm you agree?"
628,Horizon,Horizon,Technical System,"Now, can
you see that that question is mixing two things, defects in the Horizon system which are systemic
and the conviction wrongfully of postmasters."
636,Henderson,Ian Henderson,Individual,"You had in the earlier August or
September been told quite a lot by Mr Henderson about prosecutorial misconduct, and you had
yourself told, Susan Crichton, about prosecutorial conduct."
636,Susan Crichton,Susan Crichton,Individual,"You had in the earlier August or
September been told quite a lot by Mr Henderson about prosecutorial misconduct, and you had
yourself told, Susan Crichton, about prosecutorial conduct."
645,Ian,Ian,Individual,"What I meant was, I think by that point,
we had made it abundantly clear, I say we, Ian and I, had made it clear that we weren't
going to use the term systemic defects."
650,Beer,Beer,Individual,"But
I don't, I can't recall exactly why I worded it that way, I'm afraid, Mr. Beer."
665,Susan,Susan Crichton,Individual,"And I suppose, I'm not inventing this, but I think that at that point, I still was naive
enough to be thinking that my suggestion to Susan was underway, and that there would be
an educational input to us, which would have said, hang on, boys, thank you for alerting
us to this, but you're completely wrong on that.
is the words of Mr Atkinson or whoever, somebody of that stature, that would have said, you're
barking up the wrong tree, you two."
665,Atkinson,Atkinson,Individual,"And I suppose, I'm not inventing this, but I think that at that point, I still was naive
enough to be thinking that my suggestion to Susan was underway, and that there would be
an educational input to us, which would have said, hang on, boys, thank you for alerting
us to this, but you're completely wrong on that.
is the words of Mr Atkinson or whoever, somebody of that stature, that would have said, you're
barking up the wrong tree, you two."
669,Crichton,Crichton,Individual,"You tell us in your witness statement that you need to
correct something that you heard in Ms. Crichton's evidence and the thing that
you need to correct is she said that you were impressed by Mr. Jenkins as an
expert witness."
669,Jenkins,Gareth Jenkins,Individual,"You tell us in your witness statement that you need to
correct something that you heard in Ms. Crichton's evidence and the thing that
you need to correct is she said that you were impressed by Mr. Jenkins as an
expert witness."
670,Henderson,Ian Henderson,Individual,"You say that to the best of your knowledge neither you nor Mr.
Henderson said that you were impressed by Mr. Jenkins as an expert witness but
but instead impressed by him as a computer or systems expert, is that right?"
670,Jenkins,Gareth Jenkins,Individual,"You say that to the best of your knowledge neither you nor Mr.
Henderson said that you were impressed by Mr. Jenkins as an expert witness but
but instead impressed by him as a computer or systems expert, is that right?"
672,Henderson,Ian Henderson,Individual,Was it you or Mr Henderson that said that to Susan Crichton?
672,Susan Crichton,Susan Crichton,Individual,Was it you or Mr Henderson that said that to Susan Crichton?
673,Henderson,Ian Henderson,Individual,"Probably both, but it would have come more credibly from Mr Henderson, who had more contact
with Gareth Jenkins than I did."
677,Horizon,Horizon,Technical System,"We did not think from what
we had seen that he could have been aware of the duties that an expert witness would
owe to the court and so was partisan in his views concerning Horizon."
678,Susan,Susan Crichton,Individual,"It's possible we
failed to make that distinction clear to Susan, such as she misunderstood us on that point."
679,Jenkins,Gareth Jenkins,Individual,"The first point is you say we did not think from what we'd seen that Mr Jenkins could
have been aware of the duties that an expert would owe to the court."
682,Ian,Ian,Individual,"But having said that, Ian is and has served as an expert witness."
687,Horizon,Horizon,Technical System,"He just, he was just an expert in the Horizon system and Ian and I knew enough about it
to say, how on earth could the courts accept that this was, this person who, if you like,
We didn't know at the time."
687,Ian,Ian,Individual,"He just, he was just an expert in the Horizon system and Ian and I knew enough about it
to say, how on earth could the courts accept that this was, this person who, if you like,
We didn't know at the time."
690,Susan,Susan Crichton,Individual,"So I don't think we were, we weren't prescient, but I know that we would not have described
him as, to Susan, as a very good expert witness."
699,the Court of Appeal,the Court of Appeal,Organisation,"the Court of Appeal when the clerk advice was first in the Hamilton versus...
OK, so November 2020."
699,Hamilton,Hamilton,Individual,"the Court of Appeal when the clerk advice was first in the Hamilton versus...
OK, so November 2020."
701,Henderson,Ian Henderson,Individual,"I had not seen it, neither, as far as I'm aware, had Mr Henderson seen it before
that date."
702,the Post Office,Post Office,Organisation,"Had you been made aware by the Post Office of the substance of the conclusions reached
in relation to Mr Jenkins?"
704,Mr Jenkins,Mr Jenkins,Individual,"There's evidence that the inquiry has that in autumn 2013, specifically September, the
post office lawyers knew that there was at least a serious issue as to whether it, the
post office, had properly instructed Mr Jenkins as to his expert duties."
706,Jenkins,Gareth Jenkins,Individual,"No.
Did you know that Mr. Jenkins had given evidence, on one view, as an expert in court proceedings?"
708,Lee Carson,Lee Carson,Individual,"I think the first I knew of that, to be precise, would have been when I looked
at the Seema Misra, Lee Carson, and other cases where he'd submitted written witness
statements, and I think only in one case did he give, did he follow that up with oral evidence."
714,the Post Office,Post Office,Organisation,"If you had had revealed to you the substance of the Simon Clarke advice of 15 July 2013,
what effect would that have had upon you as to the propriety of certain criminal proceedings
conducted by the Post Office?"
719,Ian,Ian,Individual,I think Ian had looked at the file.
722,Ian,Ian,Individual,"So I came to that stuff after Ian had already
looked at the paper documents."
723,SEMA Misra,SEMA Misra,Organisation,"And to the best of your memory, the SEMA Misra file,
was that the disclosed documents, i.e.
the documents that would have been disclosed to the defense,
or was it the prosecution case file?"
727,Ian,Ian,Individual,That would be more the sort of work that Ian was doing.
737,Paula Venals,Paula Venals,Individual,"But more particularly, you say, I wish I had demanded, rather than asked, more frequently
to see Paula Venals, but also when I was doubting whether the truth was penetrating
to her and the board, I should have demanded to address the post office's full board."
739,Parker,Parker,Individual,"No.
as has been mentioned earlier today, the post-firing December 2015 invitation to speak to Mr Parker."
744,"Chris
O'Yar","Chris
O'Yar",Individual,"You say in C that you wish you had flatly
refused to communicate with the post office's CEO and its board through the conduit of Chris
O'Yar, Belinda Crowe, Patrick Bork and Angela van den Bogard."
744,Belinda Crowe,Belinda Crowe,Individual,"You say in C that you wish you had flatly
refused to communicate with the post office's CEO and its board through the conduit of Chris
O'Yar, Belinda Crowe, Patrick Bork and Angela van den Bogard."
744,Patrick Bork,Patrick Bork,Individual,"You say in C that you wish you had flatly
refused to communicate with the post office's CEO and its board through the conduit of Chris
O'Yar, Belinda Crowe, Patrick Bork and Angela van den Bogard."
744,Angela van den Bogard,Angela van den Bogard,Individual,"You say in C that you wish you had flatly
refused to communicate with the post office's CEO and its board through the conduit of Chris
O'Yar, Belinda Crowe, Patrick Bork and Angela van den Bogard."
747,Roderick Williams,Roderick Williams,Individual,"I think Roderick Williams was in that sort of central
team, but those are the main ones."
748,Chris Ojada,Chris Ojada,Individual,"And of course, later, after Chris Ojada left, Jane
McLeod, the absent witness."
748,"Jane
McLeod","Jane
McLeod",Individual,"And of course, later, after Chris Ojada left, Jane
McLeod, the absent witness."
751,Bear,Bear,Individual,"And to forgive the
language or not as you see fit, Mr. Bear, but I felt that I was, if you like, accepted
that I should be talking to the monkeys instead of the organ grinder."
753,Wynne,Wynne,Individual,"Tell us in paragraph 108, in answer to the question, any other matters that you wish
to bring to Sir Wynne's attention, if you had to select one document, it would be an
email that you sent on the 3rd of March 2015, which in fact I looked at with Mr Henderson
this morning."
753,Henderson,Ian Henderson,Individual,"Tell us in paragraph 108, in answer to the question, any other matters that you wish
to bring to Sir Wynne's attention, if you had to select one document, it would be an
email that you sent on the 3rd of March 2015, which in fact I looked at with Mr Henderson
this morning."
754,SSL,SSL,Organisation,"Can we look, please, rather than repeat that exercise,
we've got that on the transcript,
look at SSL four zeros one oh nine."
756,Alan Jones,Alan Jones,Individual,"This is in relation to the case of case MO18, Alan Jones."
767,Jones,Jones,Individual,"Is what you said to Mr. Jones there an accurate view of your engagement with the
post office, or does it contain hyperbole because you were speaking to a sub-postmaster?"
770,Warmington,Ron Warmington,Individual,"Mr. Warmington, thank you."
774,Jones,Jones,Individual,"Before the questions are asked,
the date of that conversation with Mr. Jones,
can you give me any idea of the year we're talking about?"
792,CPS,CPS,Organisation,"I may have another question, but I'll wait to see if either of the
Questioners on behalf of the CPS asked it."
795,Warmington,Ron Warmington,Individual,"Anyway, I simply wanted to be clear in my mind that it was a conversation while Mr.
Warmington was still investigating, so to speak."
798,Steen,Steen,Individual,I think Mr. Steen.
799,Warmington,Ron Warmington,Individual,"Mr. Warmington, a few areas to just deal with briefly, or three, I think, to deal with briefly,
in one slightly more lengthy about suspense accounts, okay?"
801,Beer,Beer,Individual,"You've answered some questions from Mr. Beer
regarding the possibility
of the post office keeping a general file."
802,Crichton,Crichton,Individual,"Did you find out from Ms. Crichton
whether there was anything similar to a general file
that might've been kept by Fujitsu?"
802,Fujitsu,Fujitsu,Organisation,"Did you find out from Ms. Crichton
whether there was anything similar to a general file
that might've been kept by Fujitsu?"
806,NDA,NDA,Organisation,"There was an NDA, non-disclosure agreement,
that was signed by Second Sight."
806,Second Sight,Second Sight,Organisation,"There was an NDA, non-disclosure agreement,
that was signed by Second Sight."
807,Henderson,Ian Henderson,Individual,"We've heard today the evidence of Mr Henderson about how
he viewed the fact that he wished that there had been an agreement, essentially a whistle-blowing
agreement, part of the contract."
808,Henderson,Ian Henderson,Individual,"I note that you refer in your first statement to paragraph
102 to the fact that both you and Mr. Henderson, you offered your assistance to Freese to provide
assistance and support for sub-postmasters, presumably in the GLO process, is that right?"
808,GLO,GLO,Organisation,"I note that you refer in your first statement to paragraph
102 to the fact that both you and Mr. Henderson, you offered your assistance to Freese to provide
assistance and support for sub-postmasters, presumably in the GLO process, is that right?"
810,Patrick Green,Patrick Green,Individual,"Yes, with the exception of two meetings, one with Patrick Green very briefly when we were
essentially told, there's not much you can tell us, or that, you know, I don't want you
to tell us very much."
812,Jason Coyne,Jason Coyne,Individual,"And more importantly, I think, in a much longer meeting, with Jason Coyne and Dr Warden, when
we were helping them to arrive at their witness statement."
812,Dr Warden,Dr Warden,Individual,"And more importantly, I think, in a much longer meeting, with Jason Coyne and Dr Warden, when
we were helping them to arrive at their witness statement."
814,NDA,NDA,Organisation,"If you hadn't had the restriction of the NDA, do you feel that that would have enabled
you and Mr Henderson to come forward with more information at perhaps an earlier stage?"
816,Pohl,Pohl,Individual,"And learning lessons for the future, in relation to anyone else that engages in work with a
corporation such as Pohl or any other company, do you think there should be a different way
of handling those questions?"
817,NDA,NDA,Organisation,"An NDA that allows for an exception, narration to whistle-blowing, how would you regard that
process of learning lessons?"
818,Steele,Steele,Individual,"Thank you, Mr. Steele."
819,NDA,NDA,Organisation,"I think it stems, one goes back to the underlying problem, to try and patch the situation by
having an escape clause in the NDA circumvents the, or ignores the original problem, which
we've referred to."
822,Henderson,Ian Henderson,Individual,"If it hadn't been for the courage of Mr Henderson and maybe my, you know, not telling my wife
what all the risks were, I would have pulled the stumps on the whole thing.
And talking of courage and dedication, Ms Lanell, Kay Lanell, was someone that has provided
over now many, many years superb support to Sir Alan."
822,Ms Lanell,Ms Lanell,Individual,"If it hadn't been for the courage of Mr Henderson and maybe my, you know, not telling my wife
what all the risks were, I would have pulled the stumps on the whole thing.
And talking of courage and dedication, Ms Lanell, Kay Lanell, was someone that has provided
over now many, many years superb support to Sir Alan."
822,Kay Lanell,Kay Lanell,Individual,"If it hadn't been for the courage of Mr Henderson and maybe my, you know, not telling my wife
what all the risks were, I would have pulled the stumps on the whole thing.
And talking of courage and dedication, Ms Lanell, Kay Lanell, was someone that has provided
over now many, many years superb support to Sir Alan."
822,Alan,Alan,Individual,"If it hadn't been for the courage of Mr Henderson and maybe my, you know, not telling my wife
what all the risks were, I would have pulled the stumps on the whole thing.
And talking of courage and dedication, Ms Lanell, Kay Lanell, was someone that has provided
over now many, many years superb support to Sir Alan."
824,Kay,Kay Lynell,Individual,I hold Kay in the very highest regard.
829,Jeremiah,Jeremiah,Individual,"And over the many years, she's also provided with a business partner, Mrs. Jeremiah, hours
and hours, days, weeks, months of support annually to sub-postmasters with their business
affairs so badly affected by the post office."
831,Horizon,Horizon,Technical System,"I not only agree, but I think she's one of the few people that hasn't been sitting in
the dining car of the Horizon gravy train."
845,Antony Hooper,Antony Hooper,Individual,"Antony Hooper
was raising this."
851,Harding,Harding,Individual,"The first one was affected by essentially
the closure off of the original suspense accounts by the impact program that the inquiry heard
from I think if I remember right from Miss Harding who described her work in relation
to that."
853,Horizon,Horizon,Technical System,"Well they were simply accounts within Horizon itself at branch level which allowed shortfalls,
also theoretically surpluses, to be parked while the sub-postmaster and his or her staff
investigating it to find the root cause."
873,Horizon,Horizon,Technical System,"And I think you recognise, well, I'll ask it as a question, do you recognise that there's,
that was a very real issue for sub-postmasters, trying to, trying to in fact find what's gone
wrong, see if they can look at the material that they had, with huge limitations of access
into the Horizon system?"
874,Alan,Alan,Individual,"Well, that was the very point, of course, that Sir Alan himself raised first."
882,Anthony Hooper,Anthony Hooper,Individual,"And that is that when I first
– in fact, it was Sir Anthony Hooper that asked the question under the umbrella heading
of where the devil did the money go, he said, is it possible that a shortfall in one branch
could be accounted for by a surplus in another."
892,Royal Mail,Royal Mail,Organisation,"And eventually, we explained that you, wherever there is a difference between what one of
your clients, like Royal Mail or National Savings Investments or Camelot or whatever,
says is due to or from them, if that is different from what your own books and post office shows
is due from or to them, there will be entries in both parties' suspense accounts."
892,National Savings Investments,National Savings Investments,Organisation,"And eventually, we explained that you, wherever there is a difference between what one of
your clients, like Royal Mail or National Savings Investments or Camelot or whatever,
says is due to or from them, if that is different from what your own books and post office shows
is due from or to them, there will be entries in both parties' suspense accounts."
893,Henderson,Ian Henderson,Individual,"And those would expect, as Mr Henderson has mentioned, ordinary businesses would expect
to clear those very quickly indeed, otherwise they'd get out of hand."
895,Citibank,Citibank,Organisation,"Well, in Citibank they had to be cleared by 7.30 the following morning."
896,Citibank,Citibank,Organisation,"And you'd expect them to be, because if Citibank does a $500 million foreign exchange deal
with Bank of America, and one process is $500 million, the other $50 million, you'd better
to get to the bottom of that damn quick."
896,Bank of America,Bank of America,Organisation,"And you'd expect them to be, because if Citibank does a $500 million foreign exchange deal
with Bank of America, and one process is $500 million, the other $50 million, you'd better
to get to the bottom of that damn quick."
899,PDQ,PDQ,Organisation,Does that have any relationship to the getting it done PDQ?
906,Steen,Steen,Individual,"If I was auditing it, Mr. Steen, I would be fairly forgiving if it was taking a month
or maybe even two to clear some of those items."
918,Lloyd's Bank,Lloyd's Bank,Organisation,"So if we look at something the size of, say, Lloyd's Bank,
I use as an example, what may relate to a banking business
in relation to materiality and concerning its turnover in operations, £10,000 may not
be material."
924,Steen,Steen,Individual,"The only thing I'd add to that, Mr. Steen,
is that if we're dealing with, there
was a sort of uniqueness about the post office business
model, where the coalface workers, the agents,
the sub-postmasters, were separate businesses."
929,ATM,ATM,Organisation,"If a shortfall, whether ATM-related or else,
occurs in a bank branch of Lloyd's Bank,
and it's 12,000 pounds, it's immaterial in their books."
929,Lloyd's Bank,Lloyd's Bank,Organisation,"If a shortfall, whether ATM-related or else,
occurs in a bank branch of Lloyd's Bank,
and it's 12,000 pounds, it's immaterial in their books."
931,Post Office's,Post Office,Organisation,"So the materiality issue is different in Post Office's case
because of the uniqueness of the business model."
937,Pol,Pol,Individual,"So it follows that any amount that remains sitting as a component of the balances in
any of the Pol's client suspense accounts will always in truth properly be owned by
and therefore properly refundable to only one of four potential owners, and those four
are Pol itself, Pol's customers, one of Pol's clients, or a sub-postmaster."
938,Pol,Pol,Individual,"And then at paragraph 12, you then set out that you and your colleagues formed a hypothesis
that you wish to test and hopefully disprove that some of the unreconciled net credits
that Pol had every year after three years credited to its own profit and loss account
might have included amounts that had Pol been able to establish to whom they truly belonged
ought to have been returned to sub-postmasters, mistresses and the branches."
939,Pol,Pol,Individual,"You've got to say this, we later learned from Pol when it wrote to us about its suspense
accounts that it had released during the year 2010-2011, gross unresolved credits that aggregated
to £612,000."
942,KPMG,KPMG,Organisation,"And the last figures that
we had related to 2010, 2011, and I believe later there was perhaps a KPMG report that
looked into later years, and the figures went up even further."
946,Royal Mail,Royal Mail,Organisation,"Similarly, we weren't concerned if Royal Mail or Camelot
or National Saviors Investments had been short-changed in some way."
946,National Saviors Investments,National Saviors Investments,Organisation,"Similarly, we weren't concerned if Royal Mail or Camelot
or National Saviors Investments had been short-changed in some way."
948,Post Office,Post Office,Organisation,"And we weren't
worried if Post Office had trousered, as it were, amounts that it should have trousered."
952,Henderson,Ian Henderson,Individual,Let me ask you the same last question I asked to Mr Henderson.
955,Horizon,Horizon,Technical System,"What's
happened to the money being paid into balance shortfalls that may have been due to a Horizon
system error?"
959,KPMG,KPMG,Organisation,"The slightly longer answer is I have read in material that has been supplied
to me by the inquiry, reports by KPMG and others that took place as late as 2020 that
seemingly give some reassurance that everything currently is okay."
960,"Postal
Services","Postal
Services",Organisation,"What they didn't do was go back and pick up the specific items that we drew to Postal
Services attention that had come to the surface out of the 136 cases that we looked at, where
specific examples of subpost monsters not being reimbursed with amounts that they'd
had to cough out in relation to one-sided entries and so on, the specific cases that
we brought to the attention of the Chief Financial Officer were not, as far as I can see, ever
even looked at by the subsequent auditors and accountants that allegedly gave a clean
bill of health on suspense accounts."
961,Warmington,Ron Warmington,Individual,"Thank you, Mr. Warmington."
965,Warmington,Ron Warmington,Individual,Mr. Warmington.
966,KPMG,KPMG,Organisation,"Picking up on the last point that you've just been asked about, I actually would like to
take you to that KPMG report."
968,Steen,Steen,Individual,Is this the document that you were referring to when you were answering Mr Steen's questions?
985,Ian,Ian,Individual,"I got the sense that they weren't let off the leash,
because I mentioned in my second witness statement
that the obvious lines of inquiry that Ian and I would
have pursued, along with our fellow investigators,
just didn't appear here."
996,KPMG,KPMG,Organisation,"KPMG does not provide any assurance on the appropriateness or accuracy of sources of
information relied upon and KPMG does not accept any responsibility for the underlying
data used in this report."
999,KPMG,KPMG,Organisation,"But I'm a hesitate to criticise a fine firm like KPMG, I don't know."
1006,Cameron,Cameron,Individual,"Well, it would be the Chief Financial Officer, Mr Cameron."
1007,Mr Ismay,Mr Ismay,Individual,"I think he's
on gardening leave, so you probably might not know that now, and Mr Ismay, who was the
functionary in Chesterfield whose department handled this stuff, and he was in the meeting
between myself and Mr Henderson and Mr Cameron just about two weeks before we were chopped."
1007,Henderson,Ian Henderson,Individual,"I think he's
on gardening leave, so you probably might not know that now, and Mr Ismay, who was the
functionary in Chesterfield whose department handled this stuff, and he was in the meeting
between myself and Mr Henderson and Mr Cameron just about two weeks before we were chopped."
1007,Cameron,Cameron,Individual,"I think he's
on gardening leave, so you probably might not know that now, and Mr Ismay, who was the
functionary in Chesterfield whose department handled this stuff, and he was in the meeting
between myself and Mr Henderson and Mr Cameron just about two weeks before we were chopped."
1008,Cameron,Cameron,Individual,"And do you think that there's any directors on the board apart from Mr Cameron who would
or should have known about this?"
1011,Horizon,Horizon,Technical System,"Did you find that Horizon conducted
true double-entry bookkeeping?"
1015,Horizon,Horizon,Technical System,"I harbour a suspicion, and I've mentioned it, I think, in my second witness statement,
that the assertion that Horizon is a double-entry bookkeeping system is not safe."
1017,Joe,Joe,Individual,"If you sell 100 pounds worth of stamps, Joe, for cash, the double entry is simple."
1019,Joe,Joe,Individual,"But if you're, as in Joe's case, if you have a £2,000 shortfall that in a moment in time
becomes a £4,000 shortfall, that extra £2,000 has got to come from somewhere and go to somewhere."
1022,Joe,Joe,Individual,"And when Joe pressed that button and the shortfall doubled
and she's not the only person that asserted that, if that truly happened, then the system
invented a one-sided entry."
1023,Joe,Joe,Individual,"And what it effectively did was said to Joe, you need to have 2,000
pounds more in the till or in the safe than you've actually got."
1029,fed,fed,Organisation,"But then we've got these bolt
ons that fed figures into Horizon, whether it be from Bank of Ireland cash points, lottery
terminals"
1029,Horizon,Horizon,Technical System,"But then we've got these bolt
ons that fed figures into Horizon, whether it be from Bank of Ireland cash points, lottery
terminals"
1029,Bank of Ireland,Bank of Ireland,Organisation,"But then we've got these bolt
ons that fed figures into Horizon, whether it be from Bank of Ireland cash points, lottery
terminals"
1038,Post Office,Post Office,Organisation,"But I mean, the issue on, for example, foreign exchange transactions
is when I asked Post Office for a copy of the Ford Money Changer user manual to be able
to work out how the accounting was working, they said they hadn't got one."
1038,Ford Money Changer,Ford Money Changer,Organisation,"But I mean, the issue on, for example, foreign exchange transactions
is when I asked Post Office for a copy of the Ford Money Changer user manual to be able
to work out how the accounting was working, they said they hadn't got one."
1041,Warmington,Ron Warmington,Individual,"Those are my questions, Mr. Warmington."
1044,Warmington,Ron Warmington,Individual,"Mr. Warmington, I think I should ask you a few questions along the following line, so
please bear with me."
1045,Perkins,Perkins,Individual,"Some of the senior executives, and I believe Ms. Perkins in particular as
chair, were asked the question or the suggestion was put to them, I think is a better way of
putting it, that the mediation scheme was a scam, right, and they denied that and in effect told me
that so far as they were concerned the mediation scheme was a scheme which was operated by all
concerned in good faith."
1049,Susan Crichton,Susan Crichton,Individual,"Yes, yes, I think from Susan Crichton, my understanding."
