sentence_index,entity_raw,entity_normalised,category,sentence_text
543,EPOSS,EPOSS,Technical System,"And you know— I'm not going to take you through it, we've seen it many times— it gives a very damning account account of the problems with EPOSS."
545,MacDonald,MacDonald,Individual,Mr MacDonald told us in his evidence that he presented this report to you.
548,Terry Austin,Terry Austin,Individual,"I think he presented it to whoever commissioned it, which I think I understand now is Terry Austin."
553,EPOSS PinICL Task Force,EPOSS PinICL Task Force,Organisation,I don't think I had any involvement with the EPOSS PinICL Task Force.
554,Gareth,Gareth,Individual,He said that we managed to get Gareth down to the counter team and Twice.
558,EPOSS,EPOSS,Technical System,But I don't recall having anything to do with him in terms of EPOSS.
559,API,API,Organisation,He said that his team tried to engage you in a conversation about the missing API
561,LFS,LFS,Organisation,"I think that was to do with this LFS thing that I mentioned previously, so I think that was in a role that he took on after the EPOSS team."
561,EPOSS,EPOSS,Technical System,"I think that was to do with this LFS thing that I mentioned previously, so I think that was in a role that he took on after the EPOSS team."
564,Escher,Escher,Individual,"I think it was more a case of pragmatism in that I think he wanted to totally change the way that the Escher software interfaced with the applications, and I could understand why he felt that there may have been a better way of doing it, but I could also see that there was no way that Escher was going to go and totally rewrite their software when it was basically operating and doing what it needed to do."
570,Terry Austin,Terry Austin,Individual,"He said that he was unable to engage you, to get you on his side and to lend your persuasive weight to persuade Terry Austin to rewrite the cash account."
572,Terry,Terry,Individual,"I have no recollection of that, and I can't see how I would possibly have been able to persuade Terry that something to do with the cash account when it was nothing to do Did you have what he describes as political design weight?"
581,MacDonald,MacDonald,Individual,"Leaving aside your involvement and role in the way that Mr MacDonald has described, would you agree with, looking back now, About what he said about the EPOSS team in the late 1990s."
581,EPOSS,EPOSS,Technical System,"Leaving aside your involvement and role in the way that Mr MacDonald has described, would you agree with, looking back now, About what he said about the EPOSS team in the late 1990s."
591,NFS,NFS,Organisation,"I'd say the only recollection I have is discussing issues to do with NFS, which was a later role that he moved on to."
592,EPOSS,EPOSS,Technical System,I don't remember having any real involvement with the EPOSS team at that sort of time.
594,EPOSS,EPOSS,Technical System,"If you'd been asked the question at rollout time, to what extent does the EPOSS system function well and effectively, what would your answer have been?"
601,EPOSS,EPOSS,Technical System,"If you were to give evidence later on about events that were happening in 2000, you wouldn't be able to say whether EPOSS was functioning well or not?"
616,EPOSS,EPOSS,Technical System,"No, I didn't think it was a problem as far as that was concerned, because at the times that I was giving evidence for, I believed that the EPOSS system was stable and was operating correctly."
622,Fujitsu,Fujitsu,Organisation,"Rather than giving evidence about the existence of bugs, errors and defects within Horizon, how quickly they manifested themselves to Fujitsu, how promptly the Post Office was told about them, and the extent to which subpostmasters had themselves been informed?"
622,the Post Office,Post Office,Organisation,"Rather than giving evidence about the existence of bugs, errors and defects within Horizon, how quickly they manifested themselves to Fujitsu, how promptly the Post Office was told about them, and the extent to which subpostmasters had themselves been informed?"
630,Project Impact Impact,Project Impact Impact,Organisation,"You tell us in paragraph 20 of your witness statement that you became involved in the— in Project Impact Impact, as it was called."
631,the Post Office,Post Office,Organisation,"That was the name given to it by the Post Office, and it was essentially— excuse me— the replacement of the backend accounting system."
635,Project Impact,Project Impact,Organisation,"Given your role in the project, can you describe shortly what Project Impact was designed to do so far as the backend accounting system was concerned?"
636,Post Office,Post Office,Organisation,"Post Office had a proprietary in-house system called, if I remember rightly, CBDB."
636,CBDB,CBDB,Organisation,"Post Office had a proprietary in-house system called, if I remember rightly, CBDB."
638,SAP,SAP,Organisation,"And they decided they wanted to go for a more industry standard system, and SAP was the industry standard, and probably still is, for handling accounts."
640,CBDB,CBDB,Organisation,"Now, CBDB worked on the basis that it would take the information from the cash accounts that were signed off each week and derive everything from that, which meant that it was always about a week behind what was really going on."
641,SAP,SAP,Organisation,"Whilst with an SAP system, they thought they could get a much more real-time knowledge of what was going on in the system."
642,SAP,SAP,Organisation,"So with SAP, they would know what had happened yesterday and therefore be in a much better position, particularly to control their cash flow, because they saw the amount of cash flowing through the post offices as being a fairly critical measure, because obviously cash had to be paid for, and it was all to do with Treasury interest rates and things like that that I didn't really understand, but I understood that having a good handle on exactly how much cash you had where made a big difference in terms of Post Office finances."
642,Treasury,Treasury,Organisation,"So with SAP, they would know what had happened yesterday and therefore be in a much better position, particularly to control their cash flow, because they saw the amount of cash flowing through the post offices as being a fairly critical measure, because obviously cash had to be paid for, and it was all to do with Treasury interest rates and things like that that I didn't really understand, but I understood that having a good handle on exactly how much cash you had where made a big difference in terms of Post Office finances."
642,Post Office,Post Office,Organisation,"So with SAP, they would know what had happened yesterday and therefore be in a much better position, particularly to control their cash flow, because they saw the amount of cash flowing through the post offices as being a fairly critical measure, because obviously cash had to be paid for, and it was all to do with Treasury interest rates and things like that that I didn't really understand, but I understood that having a good handle on exactly how much cash you had where made a big difference in terms of Post Office finances."
646,Paragraphs 45,Paragraphs 45,Individual,"Paragraphs 45 and 46, you say, I believe that ICL Fujitsu was only involved in one aspect of Project Impact, which was implementing changes to legacy Horizon that would enable it to interface with the new backend system."
646,Fujitsu,Fujitsu,Organisation,"Paragraphs 45 and 46, you say, I believe that ICL Fujitsu was only involved in one aspect of Project Impact, which was implementing changes to legacy Horizon that would enable it to interface with the new backend system."
646,Project Impact,Project Impact,Organisation,"Paragraphs 45 and 46, you say, I believe that ICL Fujitsu was only involved in one aspect of Project Impact, which was implementing changes to legacy Horizon that would enable it to interface with the new backend system."
646,Horizon,Horizon,Technical System,"Paragraphs 45 and 46, you say, I believe that ICL Fujitsu was only involved in one aspect of Project Impact, which was implementing changes to legacy Horizon that would enable it to interface with the new backend system."
647,S80,S80,Organisation,This was implemented in 2 phases as part of the S60 release in 2004 and the S80 release in 2005.
648,the Post Office,Post Office,Organisation,My involvement was to design the changes which the Post Office wanted.
649,Post Office,Post Office,Organisation,I remember that these phases of the work required a major re-engineering of the accounting processes in each Post Office branch.
652,Horizon,Horizon,Technical System,"And so, as the counters specialist, which which is what you were, you redesigned part of the legacy Horizon system that produced the accounts for the subpostmaster to sign off, would that be fair?"
669,Post Office,Post Office,Organisation,"So Post Office decided that the term conceptual design was what should be— the document be called, but to me it was a requirements document."
670,Post Office,Post Office,Organisation,"This was setting out what Post Office wanted to happen, and this was actually written by Post Office, though aided by a Fujitsu requirements analyst called Phil Boardman, who I believe has been in front of inquiry a year or so ago."
670,Fujitsu,Fujitsu,Organisation,"This was setting out what Post Office wanted to happen, and this was actually written by Post Office, though aided by a Fujitsu requirements analyst called Phil Boardman, who I believe has been in front of inquiry a year or so ago."
670,Phil Boardman,Phil Boardman,Individual,"This was setting out what Post Office wanted to happen, and this was actually written by Post Office, though aided by a Fujitsu requirements analyst called Phil Boardman, who I believe has been in front of inquiry a year or so ago."
674,Fujitsu,Fujitsu,Organisation,"But it was basically understanding what Fujitsu wanted to do, and my involvement was really a case of saying, well, if you want to do that, Is that practical?"
682,Post Office,Post Office,Organisation,"If we just read this together, this area of functions has the purpose of providing mechanisms to make adjustments to branch accounts to correct errors and ensure branch accounts align with the Post Office accounts within POLFS."
684,Post Office,Post Office,Organisation,"The main areas will be from within the branch, from Post Office clients, or centrally by distributing electronic transaction corrections."
686,Horizon,Horizon,Technical System,They'll be received and actioned via Horizon.
695,Post Office's,Post Office,Organisation,"Now, exactly why they wanted to do that, that was part of Post Office's business for trying to save money."
699,Post Office,Post Office,Organisation,"What I believe was behind a lot of this was they were trying to reduce the number of staff that they had in Chesterfield back office which were monitoring things like this, so they were trying to actually automate things and reduce the flexibility on the postmasters, which I thought was a business decision for Post Office and nothing for me to get involved in."
700,the Post Office,Post Office,Organisation,Were you told that the suspense account was considered by the Post Office to be a vehicle for subpostmasters to hide fraud?
702,Post Office,Post Office,Organisation,"There were various discussions about behaviours of postmasters and things like that, but— and I know the Post Office were quite keen to get rid of the suspense account."
704,Project Impact,Project Impact,Organisation,"Given that reduction on usage, if there was a discrepancy in a subpostmaster's account, after Project Impact, the subpostmaster would have to accept it and pay it before they could roll over into the new trading period, correct?"
705,Post Office,Post Office,Organisation,"That is what I understood the Post Office wanted the system to do, so yes."
706,the Post Office,Post Office,Organisation,"And if they didn't pay, the Post Office would, in the language of this document, enforce contractual requirements."
709,Horizon,Horizon,Technical System,"My focus was on what exactly was it I had to actually implement in the way that Horizon worked, and what I took from that was I had to simplify the menus for the suspense accounts, which was actually just a reference data change."
711,Horizon,Horizon,Technical System,"Was there any consideration, to your knowledge, of the importance of the accuracy of the figures produced by Horizon?"
712,Horizon,Horizon,Technical System,"Well, I always felt it was important that the figures produced by Horizon were accurate, and I, I wasn't aware that there was any doubt or challenge to that at that stage, so therefore I didn't see that as being an issue as part of what we were doing here."
717,Susan Harding,Susan Harding,Individual,"We've heard evidence from Susan Harding— that document can come down, thank you— who told us that the business drivers for the Impact Programme were to reduce the costs of the business, increasing accounting efficiency and reducing the losses to the Post Office."
717,the Post Office,Post Office,Organisation,"We've heard evidence from Susan Harding— that document can come down, thank you— who told us that the business drivers for the Impact Programme were to reduce the costs of the business, increasing accounting efficiency and reducing the losses to the Post Office."
719,Post Office,Post Office,Organisation,"I can't remember the detail of the drivers, but certainly I know that Post Office were trying to reduce their costs."
721,the Post Office's,Post Office,Organisation,Were you told that a business driver was to improve the Post Office's debt recovery from subpostmasters?
731,the Post Office,Post Office,Organisation,"You tell us in your witness statement, paragraph 43 of your first witness statement, that the decision to remove the ability of subpostmasters to post discrepancies to a suspense account was because the Post Office took what I assume to be a business decision to remove this functionality."
735,Ms Harding,Ms Harding,Individual,Ms Harding told us that it was agreed during the design of the impact programme that the suspense account would be removed because historically it was used by subpostmasters to hide discrepancies in their accounts.
749,MBSE,MBSE,Organisation,"How that actually operated, presumably through MBSE, but exactly how that operated I didn't know and didn't really concern me particularly."
750,the Post Office,Post Office,Organisation,"Do you remember being told by the Post Office that subpostmasters, quote, hid their discrepancies in the suspense account?"
764,Castleton,Castleton,Individual,"Can we break until 20 past 10, when we'll turn to Mr. Castleton's case?"
771,Jenkins,Gareth Jenkins,Individual,"Thank you very much, Mr Jenkins."
772,Mr Jenkins,Mr Jenkins,Individual,"Thank you, Mr Jenkins."
773,Lee Castleton's,Lee Castleton's,Individual,"Can we turn to Lee Castleton's case, please?"
778,the Post Office's,Post Office,Organisation,"You can see here a letter dated the 18th of November from Bond Pearce, who are the Post Office's solicitors in the case against Mr. Castleton, addressed to Fujitsu."
778,Castleton,Castleton,Individual,"You can see here a letter dated the 18th of November from Bond Pearce, who are the Post Office's solicitors in the case against Mr. Castleton, addressed to Fujitsu."
778,Fujitsu,Fujitsu,Organisation,"You can see here a letter dated the 18th of November from Bond Pearce, who are the Post Office's solicitors in the case against Mr. Castleton, addressed to Fujitsu."
781,Fujitsu,Fujitsu,Organisation,"And if we just read the first page, in summary, it says, to Fujitsu, in relation to Mr. Castleton's branch at Marine Drive, we act on behalf of the Post Office."
781,Castleton,Castleton,Individual,"And if we just read the first page, in summary, it says, to Fujitsu, in relation to Mr. Castleton's branch at Marine Drive, we act on behalf of the Post Office."
781,the Post Office,Post Office,Organisation,"And if we just read the first page, in summary, it says, to Fujitsu, in relation to Mr. Castleton's branch at Marine Drive, we act on behalf of the Post Office."
782,Castleton,Castleton,Individual,"Between those dates, Mr. Castleton was a subpostmaster at the Marine Drive Post Office."
782,the Marine Drive Post Office,the Marine Drive Post Office,Organisation,"Between those dates, Mr. Castleton was a subpostmaster at the Marine Drive Post Office."
786,The Post Office,Post Office,Organisation,The Post Office has now issued a claim against him to try to recover these net losses.
788,Castleson,Castleson,Individual,"And then 2, Mr. Castleson's defence."
789,Horizon,Horizon,Technical System,"His case is that any shortfall is entirely the fault of the problems with the Horizon computer and accounting system at Marine Drive, and that the Post Office wrongfully terminated his contract, in respect of which he suffered losses not exceeding £250,000."
789,the Post Office,Post Office,Organisation,"His case is that any shortfall is entirely the fault of the problems with the Horizon computer and accounting system at Marine Drive, and that the Post Office wrongfully terminated his contract, in respect of which he suffered losses not exceeding £250,000."
792,Bentley Johnson,Bentley Johnson,Individual,"Bentley Johnson, they were the authors of the— sorry, Jeninson, the authors of the report in the second attachment, state that deficiencies have probably been brought forward despite the fact that they've been entered onto the suspense account entry."
792,Jeninson,Jeninson,Individual,"Bentley Johnson, they were the authors of the— sorry, Jeninson, the authors of the report in the second attachment, state that deficiencies have probably been brought forward despite the fact that they've been entered onto the suspense account entry."
793,Horizon,Horizon,Technical System,"They suspect this is because the Horizon system, despite the suspense account entry, failed to recognise the entry on the daily snapshots."
796,Castleton,Castleton,Individual,"Mr. Castleton believes if he can obtain further documents such as the daily snapshots, he'll be able to undertake a manual reconciliation of the cash account in order to substantiate his belief that the losses are not real but attributable to computer error."
797,Fujitsu,Fujitsu,Organisation,"We attach an email from Fujitsu to Richard Benton at the Post Office dated the 5th of May, in which Fujitsu state, quote, it is possible that they are not accurately recording all transactions on the system."
797,Richard Benton,Richard Benton,Individual,"We attach an email from Fujitsu to Richard Benton at the Post Office dated the 5th of May, in which Fujitsu state, quote, it is possible that they are not accurately recording all transactions on the system."
797,the Post Office,Post Office,Organisation,"We attach an email from Fujitsu to Richard Benton at the Post Office dated the 5th of May, in which Fujitsu state, quote, it is possible that they are not accurately recording all transactions on the system."
800,Castleton,Castleton,Individual,Please could you review Mr Castleton's experts' reports and prepare a formal report dealing with the following points.
801,Horizon,Horizon,Technical System,"We need to explain to a judge who will know nothing about Horizon exactly how it works, etc. 2, precisely what steps Fujitsu took to examine the Horizon system at the Marine Drive branch."
801,Fujitsu,Fujitsu,Organisation,"We need to explain to a judge who will know nothing about Horizon exactly how it works, etc. 2, precisely what steps Fujitsu took to examine the Horizon system at the Marine Drive branch."
801,Marine Drive,Marine Drive,Organisation,"We need to explain to a judge who will know nothing about Horizon exactly how it works, etc. 2, precisely what steps Fujitsu took to examine the Horizon system at the Marine Drive branch."
802,Horizon,Horizon,Technical System,"3, whether there have been any similar or serious problems with the Horizon system at Marine Drive since his suspension and dismissal."
803,Castleton,Castleton,Individual,Whether you believe the suggestion put forward by Mr Castleton's experts is likely to be correct.
804,Horizon,Horizon,Technical System,"5, if there have been any human errors in the recording— in recording the transactions, could an explanation be that, A, there was nothing wrong with Horizon because it simply reflected the information entered onto it, but B, if staff entered the wrong numbers into Horizon, there may have been no real loss, even though Horizon would show a loss, because there could be human error in accounting, accurately recording transactions."
809,the Post Office,Post Office,Organisation,"Whilst the Post Office will be liable to pay your fees in preparing your report and giving evidence, your overriding duty will be to help the court on the matters within your expertise."
810,the Civil Procedure Rules,the Civil Procedure Rules,Organisation,"You agree to meet the requirements of the Civil Procedure Rules Part 35, and the copy is enclosed, and that your report will be one addressed to the court and not to the Post Office."
810,the Post Office,Post Office,Organisation,"You agree to meet the requirements of the Civil Procedure Rules Part 35, and the copy is enclosed, and that your report will be one addressed to the court and not to the Post Office."
831,Fujitsu,Fujitsu,Organisation,"You confirm that you are, one, an independent party and not the client's employee or agent, other than at the material time Fujitsu responsible for looking after the Horizon system."
831,Horizon,Horizon,Technical System,"You confirm that you are, one, an independent party and not the client's employee or agent, other than at the material time Fujitsu responsible for looking after the Horizon system."
832,the Post Office,Post Office,Organisation,"2, know of no reason why you shouldn't act as a witness for the Post Office in relation to the dispute."
833,Post Office,Post Office,Organisation,"3, will advise us in writing immediately if there's any conflict between your interests and the Post Office interests."
840,Mr Jenkins,Mr Jenkins,Individual,"I mean, I, I think I would have remembered if it had been sent to me, because, uh, I can see there that it's clearly set out what the duties are, and I'd— I wasn't aware of any of those duties until my solicitor pointed them out to me, um, when, when we first got engaged at the end of 20— When you're giving your answers, Mr Jenkins, you should refrain, unless you're doing it deliberately, from disclosing communications between your current solicitor and you which involve either the seeking of legal advice by you or the provision of legal advice to you."
862,FUJ00154713,FUJ00154713,Organisation,Can we turn please to FUJ00154713?
865,Marine Drive,Marine Drive,Individual,It's an email dated the 8th of December 2005 about Marine Drive from you to Brian Pinder.
865,Brian Pinder,Brian Pinder,Individual,It's an email dated the 8th of December 2005 about Marine Drive from you to Brian Pinder.
867,Brian Pinder's,Brian Pinder's,Individual,What was Brian Pinder's function at this time?
869,Fujitsu,Fujitsu,Organisation,And just tell us what the Fujitsu security team did.
870,Post Office,Post Office,Organisation,"They were responsible for overall security, so making sure that the systems were secure, but they were also involved with communicating with Post Office in terms of providing what was called prosecution support or litigation support."
877,Brian,Brian,Individual,"Uh, Brian, I think that's you writing, isn't it?"
881,Post Office,Post Office,Organisation,"Um, I've been asked by the fraud investigation team to answer several questions to assist an inquiry regarding a Post Office employee, subpostmaster, alleging that the Horizon system may have lost his money."
881,Horizon,Horizon,Technical System,"Um, I've been asked by the fraud investigation team to answer several questions to assist an inquiry regarding a Post Office employee, subpostmaster, alleging that the Horizon system may have lost his money."
883,Graham,Graham,Individual,The answers are being directed back to Graham.
884,Graham Ward,Graham Ward,Individual,Would you understand that to be Graham Ward?
888,Pinder,Pinder,Individual,Is that part in black there something that Mr Pinder wrote?
891,Brian,Brian,Individual,"Trying to decode it then, that second paragraph then after the word Brian looks like it's Mr Pinder Having sent that to you and then you've cut it into his— into your email back?"
891,Pinder Having,Pinder Having,Individual,"Trying to decode it then, that second paragraph then after the word Brian looks like it's Mr Pinder Having sent that to you and then you've cut it into his— into your email back?"
893,Horizon,Horizon,Technical System,"And then there's a part in lighter text, almost grey: If there have been human errors in recording the transactions, could an explanation be that: a) there was nothing wrong with Horizon because it simply reflected the information entered onto it; but— just stopping there."
894,Pinder,Pinder,Individual,Is that likely to be what Mr Pinder has included in his original email to you?
896,Bomb Pierce,Bomb Pierce,Organisation,One of the 6 questions in the Bomb Pierce letter of 18 November.
897,Horizon,Horizon,Technical System,"And then you reply, is this right, this is certainly true, i.e., Horizon simply reflects the Correct, that would have been my comment."
897,Correct,Correct,Organisation,"And then you reply, is this right, this is certainly true, i.e., Horizon simply reflects the Correct, that would have been my comment."
898,Horizon,Horizon,Technical System,"So in relation to if there have been human errors in recording the transactions, could an explanation be there's nothing wrong with Horizon because it simply reflected information entered into it?"
899,Horizon,Horizon,Technical System,"And you say this is certainly true, i.e., simply Horizon simply reflects the information entered into it?"
905,Horizon,Horizon,Technical System,"Yes, because Horizon is going to record What is actually entered into it, whether that reflects what happened in the real world, and if you do a typo when you put information into Horizon, then it's going to accurately record that typo."
906,Horizon,Horizon,Technical System,"And then part B of the original question, if staff entered the wrong numbers into Horizon, there may have been no real loss, even though Horizon would show a loss, because there could be a human error inaccurately recording transactions."
910,Horizon,Horizon,Technical System,"However, if there is some sort of misentering of data into Horizon, then there would be another corresponding error which should be picked up, e.g., as a stock error or some AP client being credited with an incorrect amount."
910,AP,AP,Organisation,"However, if there is some sort of misentering of data into Horizon, then there would be another corresponding error which should be picked up, e.g., as a stock error or some AP client being credited with an incorrect amount."
919,Post Office,Post Office,Organisation,"Without understanding exactly what is alleged by Post Office and the subpostmaster, I don't feel I can add anything further."
946,Probably,Probably,Individual,"Well, the fact that the request was coming from the security team suggested that they Probably was."
955,Dave Baldwin,Dave Baldwin,Individual,"There's then a part of the text which says: I've spoken with Dave Baldwin, etcetera."
956,Pinder,Pinder,Individual,Is that paragraph again Mr Pinder?
958,Dave Baldwin,Dave Baldwin,Individual,"I've spoken to Dave Baldwin on this, he recommended I speak with you, I'll also be liaising with him on my final response, as we're fundamentally of the opinion that Horizon does not eat money, merely accounts for its placement."
958,Horizon,Horizon,Technical System,"I've spoken to Dave Baldwin on this, he recommended I speak with you, I'll also be liaising with him on my final response, as we're fundamentally of the opinion that Horizon does not eat money, merely accounts for its placement."
959,Saying,Saying,Individual,"And then you finish, I think this is you at the end, Saying, happy to discuss further if you want to look at some more specific areas of Horizon."
959,Horizon,Horizon,Technical System,"And then you finish, I think this is you at the end, Saying, happy to discuss further if you want to look at some more specific areas of Horizon."
965,Pinder,Pinder,Individual,"Later that day, Mr Pinder writes back to you and says, for your information, Gareth, this is the response I intend to send to Graham."
965,Gareth,Gareth,Individual,"Later that day, Mr Pinder writes back to you and says, for your information, Gareth, this is the response I intend to send to Graham."
965,Graham,Graham,Individual,"Later that day, Mr Pinder writes back to you and says, for your information, Gareth, this is the response I intend to send to Graham."
992,Brian Pinder,Brian Pinder,Individual,"I don't know, I think you'd have to ask Brian Pinder."
1007,Beer,Beer,Individual,"Before we do, Mr Beer, I'm slightly puzzled, and it may just be me, about, um, how this email, the one that's on the screen, begins, for your information, and then this, this is the response I intend to send to Graham, re your question, if that's okay."
1007,Graham,Graham,Individual,"Before we do, Mr Beer, I'm slightly puzzled, and it may just be me, about, um, how this email, the one that's on the screen, begins, for your information, and then this, this is the response I intend to send to Graham, re your question, if that's okay."
1008,Pinder,Pinder,Individual,"Now, um, to me that reads as if Mr. Pinder is going to send this response to Graham if it's okay with Mr. Jenkins, because it's the question that Mr. Jenkins has asked him."
1008,Graham,Graham,Individual,"Now, um, to me that reads as if Mr. Pinder is going to send this response to Graham if it's okay with Mr. Jenkins, because it's the question that Mr. Jenkins has asked him."
1008,Jenkins,Gareth Jenkins,Individual,"Now, um, to me that reads as if Mr. Pinder is going to send this response to Graham if it's okay with Mr. Jenkins, because it's the question that Mr. Jenkins has asked him."
1011,Pinder,Pinder,Individual,"And is that consistent with the interpretation that was, um, given to the preceding, uh, emails, which suggested that it was Mr Pinder who was seeking to ask questions of Mr Jenkins rather than Mr Jenkins asking questions of Mr Pinder."
1017,Pinder,Pinder,Individual,"As I read this, There must have been an earlier email that we haven't got in which Mr Pinder sent that first paragraph, I've been asked by the fraud investigation team, and then the second paragraph which says if there have been human errors, if that's marked, and then the paragraph at A, if that can be marked."
1020,Jenkins,Gareth Jenkins,Individual,And then Mr. Jenkins has replied in the darker text.
1025,Gareth Jenkins,Gareth Jenkins,Individual,"If we go back up to the top page, do you understand that this is Mr Pinder saying to you, everything below the words comments from Gareth Jenkins and including the words comments for Gareth Jenkins is what I, Brian Pinder, are going to send to Greg."
1025,Brian Pinder,Brian Pinder,Individual,"If we go back up to the top page, do you understand that this is Mr Pinder saying to you, everything below the words comments from Gareth Jenkins and including the words comments for Gareth Jenkins is what I, Brian Pinder, are going to send to Greg."
1025,Greg,Greg,Individual,"If we go back up to the top page, do you understand that this is Mr Pinder saying to you, everything below the words comments from Gareth Jenkins and including the words comments for Gareth Jenkins is what I, Brian Pinder, are going to send to Greg."
1029,Mr Jenkins,Mr Jenkins,Individual,"So I think what that— the your— I don't want to give evidence here, but— Maybe I should just ask Mr Jenkins, what do you think?"
1030,Graham Ward,Graham Ward,Individual,"I, I think the re: your question My understanding is that Graham Ward had asked Brian Pinder 6 questions."
1030,Brian Pinder,Brian Pinder,Individual,"I, I think the re: your question My understanding is that Graham Ward had asked Brian Pinder 6 questions."
1031,Graham Ward,Graham Ward,Individual,"He had identified one of those questions for me to respond to, namely question 6 I think it was, and therefore what he's saying is, in response to your— the question that I've allocated to you, this is the answer I intend to send to Graham Ward in response to that specific question."
1038,Graham,Graham,Individual,"So that should read, I intend to send to Graham the question that has been allocated to you, if that's okay?"
1050,Brian,Brian,Individual,"So I think what Brian had interpreted from that, therefore I wasn't going to comment on it, and that's why I would have been happy with, I'm not happy to comment."
1057,Brian Pinder's,Brian Pinder's,Individual,"This is, if we just look at the foot of the page, Brian Pinder's document."
1059,Graham,Graham,Individual,"Addressed to Graham, which is going to be Graham Ward."
1059,Graham Ward,Graham Ward,Individual,"Addressed to Graham, which is going to be Graham Ward."
1061,Bond-Pierce,Bond-Pierce,Organisation,"He says, in response to your email request dated 28 November concerning the questions raised at paragraph 3 of the above document, the above document being the Bond-Pierce letter that we've looked at."
1063,Ann Chambers,Ann Chambers,Individual,"Question 2, it refers to, in the answer, a response from Ann Chambers which is attached."
1064,Pinder,Pinder,Individual,"If we scroll down, please, to question 5, you'll see that the full question in 3 parts is set out, and the reply from Mr Pinder is Gareth Jenkins' response attached."
1064,Gareth Jenkins',Gareth Jenkins',Individual,"If we scroll down, please, to question 5, you'll see that the full question in 3 parts is set out, and the reply from Mr Pinder is Gareth Jenkins' response attached."
1066,Pinder,Pinder,Individual,So this was the attachment to Mr Pinder's document.
1067,FYI,FYI,Organisation,"Can you see that it's essentially his email back to you, the FYI email?"
1071,the Post Office,Post Office,Organisation,So the shortened reply has been sent back to the Post Office.
1072,the Post Office,Post Office,Organisation,"You were able to comment, weren't you, whereas your reply has gone back to the Post Office saying that you're not able to comment?"
1074,Fujitsu,Fujitsu,Organisation,Was the reason for that because it was thought that an investigation of what the subpostmaster was saying might not be in Fujitsu's best interests?
1076,Dan,Dan,Individual,"I would have been quite happy to investigate and look at exactly what had happened in the branch, and in fact I believe at some later stage I did assist Dan in doing some investigations there."
1077,Fujitsu,Fujitsu,Organisation,Was the reason for the different reply that an investigation might reveal issues that Fujitsu didn't really want to speak about?
1080,Bond Pearce,Bond Pearce,Organisation,I think you subsequently attended a conference on the 6th of June 2006 with representatives of Bond Pearce and others.
1085,Lee Castleton,Lee Castleton,Individual,"We can see this is an attendance note in the case of Lee Castleton, dated the 6th of June 2006."
1087,Fujitsu,Fujitsu,Organisation,This is at Fujitsu's HQ in Bracknell.
1088,Brian Pinder,Brian Pinder,Individual,"In attendance were, if we scroll down, solicitors, the first 3 people, Then Brian Pinder, Peter Sewell, Andy— I think that's Dunks."
1088,Peter Sewell,Peter Sewell,Individual,"In attendance were, if we scroll down, solicitors, the first 3 people, Then Brian Pinder, Peter Sewell, Andy— I think that's Dunks."
1088,Andy,Andy,Individual,"In attendance were, if we scroll down, solicitors, the first 3 people, Then Brian Pinder, Peter Sewell, Andy— I think that's Dunks."
1088,Dunks,Dunks,Organisation,"In attendance were, if we scroll down, solicitors, the first 3 people, Then Brian Pinder, Peter Sewell, Andy— I think that's Dunks."
1090,Mr Dunks,Mr Dunks,Individual,I think he's called Mr Dunks.
1091,Anne Chambers,Anne Chambers,Individual,"Anne Chambers, Naomi Ellis, and you, distinguished engineer of Fujitsu."
1091,Naomi Ellis,Naomi Ellis,Organisation,"Anne Chambers, Naomi Ellis, and you, distinguished engineer of Fujitsu."
1091,Fujitsu,Fujitsu,Organisation,"Anne Chambers, Naomi Ellis, and you, distinguished engineer of Fujitsu."
1094,Anne Chambers,Anne Chambers,Individual,Do you recall any discussion in this meeting about you or Anne Chambers giving evidence?
1096,Anne,Anne,Individual,I do know that Anne eventually ended up giving evidence in the case
1098,Bond-Pierce,Bond-Pierce,Organisation,You remember the second page of the Bond-Pierce letter and onto the third page of the Bond-Pierce letter?
1107,Pearce,Pearce,Individual,Had the guidance that Bond Pearce had given about the provision of expert evidence by a Fujitsu employee been forgotten by this stage?
1107,Fujitsu,Fujitsu,Organisation,Had the guidance that Bond Pearce had given about the provision of expert evidence by a Fujitsu employee been forgotten by this stage?
1109,Anne Chambers,Anne Chambers,Individual,"In any event, your recollection is that that wasn't gone over again in the context of either you or Anne Chambers giving evidence?"
1117,Bond Pearce,Bond Pearce,Organisation,"From the solicitor at Bond Pearce, Stephen Dilley, to Mr Pinder."
1117,Stephen Dilley,Stephen Dilley,Individual,"From the solicitor at Bond Pearce, Stephen Dilley, to Mr Pinder."
1117,Pinder,Pinder,Individual,"From the solicitor at Bond Pearce, Stephen Dilley, to Mr Pinder."
1118,Graham Ward,Graham Ward,Individual,"copied to Graham Ward and Mandy Talbot, so not you at this stage."
1118,Mandy Talbot,Mandy Talbot,Individual,"copied to Graham Ward and Mandy Talbot, so not you at this stage."
1124,Castleton,Castleton,Individual,"In the meantime, I attach a letter received on 7th of June from Mr. Castleton's solicitors."
1126,Horizon,Horizon,Technical System,"Basically, they state the Horizon system is equipped with a facility via which its operating software can be updated remotely via the connection to the Post Office's head office, and that the system sometimes went offline when there are software updates."
1126,the Post Office's,Post Office,Organisation,"Basically, they state the Horizon system is equipped with a facility via which its operating software can be updated remotely via the connection to the Post Office's head office, and that the system sometimes went offline when there are software updates."
